date,market,channel_group,sessions,users,bounce_rate,avg_session_sec,product_views,add_to_cart,transactions,revenue_usd
2026-06-29,UAE,Organic Search,24846,18034,35.1%,136,63247,2550,273,181723.07
2026-06-29,UAE,Direct,19901,14338,33.9%,113,50278,1258,292,208261.82
2026-07-06,UAE,Paid Search,76269,55900,60.6%,148,161053,4588,350,244812.54
2026-07-06,UAE,Paid Social,183033,146967,57.8%,98,362230,12960,931,652826.08
2026-07-06,UAE,Video,37425,31944,57.1%,62,75722,2940,109,71605.07
2026-07-06,UAE,Display,11323,8969,48.0%,69,20832,863,39,27936.31
2026-07-06,UAE,Influencer,1737,1346,32.1%,193,4461,153,22,15889.29
2026-07-06,UAE,Organic Search,25729,20439,35.4%,65,40010,2609,339,227256.3
2026-07-06,UAE,Direct,19411,16095,41.6%,192,39749,1651,246,172571.9
2026-07-13,UAE,Paid Search,88613,73505,54.1%,143,174590,6729,423,300037.29
2026-07-13,UAE,Paid Social,171813,137055,54.1%,63,297607,15319,946,662750.15
2026-07-13,UAE,Video,44995,38101,62.1%,195,103798,4264,323,205517.01
2026-07-13,UAE,Display,12093,10355,51.2%,164,22176,1131,81,59228.55
2026-07-13,UAE,Influencer,2532,2072,38.0%,65,4606,296,38,27629.08
2026-07-13,UAE,Organic Search,24309,17884,31.8%,144,36462,1639,250,169501.55
2026-07-13,UAE,Direct,19882,14629,38.6%,133,31899,1170,182,116739.47
2026-07-20,UAE,Paid Search,67263,55600,58.4%,189,154230,4982,237,169304.55
2026-07-20,UAE,Paid Social,192086,143261,58.9%,73,447228,20522,1288,925005.28
2026-07-20,UAE,Video,34908,25600,54.6%,69,74343,4143,156,102217.93
2026-07-20,UAE,Display,12555,9786,59.6%,117,20065,776,62,44221.55
2026-07-20,UAE,Influencer,1066,892,42.1%,86,2641,82,10,7361.04
2026-07-20,UAE,Organic Search,24045,18468,34.9%,137,51479,2028,329,249845.14
2026-07-20,UAE,Direct,19295,15104,39.5%,200,28043,1819,264,179176.01
2026-07-27,UAE,Paid Search,78350,64042,48.9%,73,140565,6732,514,342021.25
2026-07-27,UAE,Paid Social,184156,150364,53.5%,186,467302,18595,534,382089.76
2026-07-27,UAE,Video,48017,40071,60.3%,96,113597,2799,341,243045.58
2026-07-27,UAE,Display,11890,10033,49.7%,206,27725,1064,77,53424.26
2026-07-27,UAE,Influencer,2820,2202,41.6%,77,6466,222,40,30608.11
2026-07-27,UAE,Organic Search,26483,19637,40.4%,156,57392,1978,346,235233.79
2026-07-27,UAE,Direct,20773,16511,35.9%,201,35364,2062,189,127784.92
2025-08-04,KSA,Paid Search,178339,131497,61.9%,155,402318,15439,596,436758.39
2025-08-04,KSA,Paid Social,339584,269276,52.3%,208,537909,22116,2408,1777658.45
2025-08-04,KSA,Video,53352,45152,50.5%,116,100768,4281,205,152662.85
2025-08-04,KSA,Display,12552,10688,48.2%,156,23621,906,67,47207.92
2025-08-04,KSA,Influencer,1874,1401,37.5%,75,4777,144,21,15194.47
2025-08-04,KSA,Organic Search,37161,29625,31.4%,199,84320,2218,461,352091.64
2025-08-04,KSA,Direct,31295,23667,36.4%,148,66018,2981,428,314865.98
2025-08-11,KSA,Paid Search,140415,119551,62.3%,71,296577,8962,400,297129.4
2025-08-11,KSA,Paid Social,294801,247059,50.5%,88,697483,15874,1134,760339.37
2025-08-11,KSA,Video,64423,47292,50.6%,133,128257,5858,302,222914.78
2025-08-11,KSA,Display,18793,15922,52.0%,177,46394,1951,82,60070.55
2025-08-11,KSA,Influencer,1176,908,43.4%,105,2777,59,18,12322.25
2025-08-11,KSA,Organic Search,33735,25658,43.7%,90,67934,1990,346,252843.44
2025-08-11,KSA,Direct,33406,25005,37.2%,196,79582,2261,299,224197.17
2025-08-18,KSA,Paid Search,120208,92366,59.1%,182,218218,9427,585,422406.37
2025-08-18,KSA,Paid Social,276469,206306,59.2%,145,643836,15923,1009,679778.39
2025-08-18,KSA,Video,74398,53775,52.8%,167,146063,8031,317,210019.64
2025-08-18,KSA,Display,16088,12204,62.7%,204,33724,1656,71,53913.95
2025-08-18,KSA,Influencer,1098,932,32.7%,78,2097,63,16,12510.92
2025-08-18,KSA,Organic Search,37137,27459,43.3%,115,55346,2135,528,359059.4
2025-08-18,KSA,Direct,31617,25078,40.2%,71,71958,2226,447,314315.96
2025-08-25,KSA,Paid Search,153866,125156,57.9%,128,320556,9690,556,390979.33
2025-08-25,KSA,Paid Social,326964,262033,49.2%,61,676634,37657,1603,1102887.9
2025-08-25,KSA,Video,74781,59905,51.9%,146,170501,7966,436,297790.64
2025-08-25,KSA,Display,15270,11565,55.4%,84,26854,1102,92,69361.72
2025-08-25,KSA,Influencer,1829,1483,39.1%,163,3943,95,19,13455.13
2025-08-25,KSA,Organic Search,37620,27250,35.7%,76,72506,4388,570,411386.99
2025-08-25,KSA,Direct,31321,25836,37.7%,81,51966,3307,410,285251.98
2025-09-01,KSA,Paid Search,199125,166196,53.3%,185,417826,13361,607,447874.43
2025-09-01,KSA,Paid Social,369781,266589,62.2%,130,807789,23938,2441,1797969.84
2025-09-01,KSA,Video,52359,38908,54.6%,138,122905,5975,315,237097.3
2025-09-01,KSA,Display,16146,13241,58.0%,191,25694,1206,54,39740.71
2025-09-01,KSA,Influencer,2750,2078,32.4%,82,5500,260,35,25207.17
2025-09-01,KSA,Organic Search,37481,29073,41.5%,165,71724,4237,384,273753.14
2025-09-01,KSA,Direct,30496,22694,34.7%,118,69042,2082,325,224673.07
2025-09-08,KSA,Paid Search,180169,136533,58.4%,174,414696,13430,962,666745.86
2025-09-08,KSA,Paid Social,316898,239227,50.0%,192,795545,31846,1040,745616.92
2025-09-08,KSA,Video,58969,46037,62.6%,89,148527,5302,340,253800.58
2025-09-08,KSA,Display,16319,12684,62.5%,157,38407,1143,78,56229.7
2025-09-08,KSA,Influencer,1747,1463,31.0%,158,4009,199,21,15432.53
2025-09-08,KSA,Organic Search,36345,28940,40.3%,104,68413,3600,352,243147.77
2025-09-08,KSA,Direct,29541,24018,42.0%,103,42946,2519,328,225827.16
2025-09-15,KSA,Paid Search,162033,129617,50.6%,141,371068,10721,1082,702157.5
2025-09-15,KSA,Paid Social,308739,224253,56.1%,131,498400,22878,2196,1684225.52
2025-09-15,KSA,Video,51082,43512,61.7%,142,76896,2893,337,248766.29
2025-09-15,KSA,Display,15019,12361,50.8%,130,34496,1279,57,42041.41
2025-09-15,KSA,Influencer,1949,1620,39.8%,203,4069,214,23,15990.61
2025-09-15,KSA,Organic Search,39263,31028,34.6%,206,56493,2856,570,396742.28
2025-09-15,KSA,Direct,28547,21980,40.3%,73,50927,2851,274,193677.58
2025-09-22,KSA,Paid Search,171754,130047,57.1%,68,368629,10140,587,419517.85
2025-09-22,KSA,Paid Social,318572,246171,50.7%,89,700330,37935,1570,1157482.34
2025-09-22,KSA,Video,74630,55005,54.8%,146,172989,5305,361,267598.92
2025-09-22,KSA,Display,14202,11403,49.2%,200,21057,1241,63,46399.45
2025-09-22,KSA,Influencer,1762,1423,33.8%,143,4298,198,21,16384.12
2025-09-22,KSA,Organic Search,39208,30157,42.0%,83,79899,2698,354,247532.08
2025-09-22,KSA,Direct,33255,28542,34.3%,110,55538,2763,403,281357.3
2025-09-29,KSA,Paid Search,179290,132316,48.6%,61,360955,19206,815,622809.28
2025-09-29,KSA,Paid Social,305299,228494,58.0%,181,539539,24133,1777,1241674.2
2025-09-29,KSA,Video,80101,59144,50.5%,68,165183,5292,508,357924.87
2025-09-29,KSA,Display,12376,9144,55.1%,196,29188,1059,57,40724.0
2025-09-29,KSA,Influencer,2007,1635,43.2%,79,3182,185,25,18298.7
2025-09-29,KSA,Organic Search,39957,29475,42.2%,85,77440,4073,503,397595.03
2025-09-29,KSA,Direct,33222,24568,33.1%,185,57887,3736,368,267104.28
2025-10-06,KSA,Paid Search,152325,128266,54.4%,110,319357,8560,859,661914.73
2025-10-06,KSA,Paid Social,362316,300524,56.3%,175,613061,24522,2436,1853672.99
2025-10-06,KSA,Video,50522,42614,56.5%,114,127848,2952,363,264967.61
2025-10-06,KSA,Display,12120,8838,62.9%,140,24341,1164,64,45134.59
2025-10-06,KSA,Influencer,974,833,38.0%,106,2164,61,13,9386.02
2025-10-06,KSA,Organic Search,42444,31413,35.6%,148,109756,4721,612,448170.39
2025-10-06,KSA,Direct,31464,23049,31.7%,154,79337,3341,419,324949.72
2025-10-13,KSA,Paid Search,145732,105517,58.9%,88,221729,16261,864,611048.62
2025-10-13,KSA,Paid Social,306063,223241,56.0%,116,513588,22800,1967,1376920.89
2025-10-13,KSA,Video,56023,45837,53.2%,164,131480,5370,356,259442.52
2025-10-13,KSA,Display,13071,10547,53.7%,173,28050,1264,84,60217.04
2025-10-13,KSA,Influencer,2690,2033,35.4%,166,4372,242,34,26119.29
2025-10-13,KSA,Organic Search,38545,32760,32.3%,196,71032,2185,369,257936.49
2025-10-13,KSA,Direct,32671,26804,38.9%,200,70813,2029,401,294268.9
2025-10-20,KSA,Paid Search,171737,146845,54.6%,130,370680,12355,1190,861328.59
2025-10-20,KSA,Paid Social,356488,304990,53.6%,134,621527,18670,1763,1272284.12
2025-10-20,KSA,Video,64746,51094,49.4%,128,101417,5721,197,136872.87
2025-10-20,KSA,Display,17809,13793,55.2%,114,37861,2135,80,56242.88
2025-10-20,KSA,Influencer,780,582,40.3%,137,1736,44,10,7146.3
2025-10-20,KSA,Organic Search,40440,31011,40.3%,167,70312,3816,360,257790.79
2025-10-20,KSA,Direct,29342,24343,42.4%,208,65620,1521,349,256812.15
2025-10-27,KSA,Paid Search,197398,145408,62.4%,168,384046,13929,875,640987.67
2025-10-27,KSA,Paid Social,320420,232468,59.2%,169,717958,34574,989,715056.36
2025-10-27,KSA,Video,58852,48034,55.0%,163,106284,5881,435,311127.34
2025-10-27,KSA,Display,15773,11807,51.8%,75,35185,934,46,34516.01
2025-10-27,KSA,Influencer,1561,1303,38.4%,168,2593,90,23,15631.24
2025-10-27,KSA,Organic Search,38027,27727,33.7%,177,62560,4544,594,430469.17
2025-10-27,KSA,Direct,31225,23407,33.8%,209,72189,3001,398,267615.59
2025-11-03,KSA,Paid Search,178600,129897,50.5%,76,263214,14067,1308,981958.61
2025-11-03,KSA,Paid Social,382632,285038,59.9%,149,595369,44011,1235,862953.33
2025-11-03,KSA,Video,56527,41345,61.2%,101,84506,5783,230,162466.83
2025-11-03,KSA,Display,14105,11828,60.9%,104,21916,1572,46,32915.88
2025-11-03,KSA,Influencer,2726,1999,40.3%,173,5920,279,34,24048.51
2025-11-03,KSA,Organic Search,36959,28851,34.2%,88,87930,2210,333,249641.79
2025-11-03,KSA,Direct,31361,25258,33.3%,187,63401,3741,501,363589.57
2025-11-10,KSA,Paid Search,175208,146154,48.4%,209,347699,15029,1178,886149.97
2025-11-10,KSA,Paid Social,297185,217250,51.8%,102,473311,26108,1326,921082.62
2025-11-10,KSA,Video,52495,39369,58.1%,155,118467,6037,169,119167.02
2025-11-10,KSA,Display,15723,11998,49.8%,93,39526,1610,71,51469.2
2025-11-10,KSA,Influencer,2859,2165,31.3%,151,7348,289,27,20088.88
2025-11-10,KSA,Organic Search,39216,28481,43.9%,115,67371,4602,538,389324.72
2025-11-10,KSA,Direct,32323,25967,40.8%,99,59356,3782,321,241232.59
2025-11-17,KSA,Paid Search,302215,251688,51.8%,208,563139,33170,1659,1216777.73
2025-11-17,KSA,Paid Social,709158,516216,62.5%,183,1811999,81061,2080,1554094.03
2025-11-17,KSA,Video,116322,85160,54.2%,115,245970,12422,498,353540.66
2025-11-17,KSA,Display,24955,20927,55.6%,136,36700,2585,178,134009.32
2025-11-17,KSA,Influencer,4431,3745,33.5%,103,7904,300,51,38422.11
2025-11-17,KSA,Organic Search,38577,31713,31.3%,183,60737,3428,451,324154.07
2025-11-17,KSA,Direct,33509,26347,32.0%,86,57432,3125,318,205193.95
2025-11-24,KSA,Paid Search,422186,337106,60.1%,84,640883,50647,2390,1753688.67
2025-11-24,KSA,Paid Social,824450,596541,50.3%,75,1255327,97584,3440,2291051.46
2025-11-24,KSA,Video,131274,99666,52.1%,98,244709,14970,511,385889.5
2025-11-24,KSA,Display,34059,26109,61.8%,161,58128,3172,130,89189.53
2025-11-24,KSA,Influencer,1135,862,34.6%,183,2381,79,10,7789.9
2025-11-24,KSA,Organic Search,38711,28117,31.1%,97,92909,3209,521,398224.33
2025-11-24,KSA,Direct,31870,23077,40.4%,64,81384,1642,419,308307.04
2025-12-01,KSA,Paid Search,236429,202920,54.6%,115,402243,23072,777,573521.75
2025-12-01,KSA,Paid Social,521689,388439,49.2%,134,1179158,40748,3292,2323820.13
2025-12-01,KSA,Video,100216,74595,59.6%,159,144828,9946,496,360957.54
2025-12-01,KSA,Display,27690,22109,48.8%,132,69462,1584,149,103486.55
2025-12-01,KSA,Influencer,155,129,41.7%,88,313,11,2,1657.38
2025-12-01,KSA,Organic Search,39002,32901,38.7%,207,78004,2427,460,341001.14
2025-12-01,KSA,Direct,33894,28449,43.4%,106,48722,2481,443,333404.92
2025-12-08,KSA,Paid Search,160867,117441,51.4%,148,274222,15502,871,648433.18
2025-12-08,KSA,Paid Social,337008,248116,57.2%,196,598762,33736,1010,708550.76
2025-12-08,KSA,Video,66071,54999,62.1%,144,129666,3699,242,168512.47
2025-12-08,KSA,Display,16553,13968,60.8%,191,38347,1937,109,80828.2
2025-12-08,KSA,Influencer,1753,1445,38.2%,138,4178,175,26,18748.73
2025-12-08,KSA,Organic Search,41001,30601,32.4%,179,71021,2135,639,428258.59
2025-12-08,KSA,Direct,31642,24594,31.9%,170,66865,2632,505,360406.0
2025-12-15,KSA,Paid Search,269835,195608,60.7%,82,518271,32014,1998,1444905.79
2025-12-15,KSA,Paid Social,488157,396207,55.1%,93,987139,57056,2688,1915764.74
2025-12-15,KSA,Video,81267,65217,62.0%,209,150877,8578,383,269331.31
2025-12-15,KSA,Display,23046,16846,56.6%,130,41515,1166,155,108028.79
2025-12-15,KSA,Influencer,1325,1059,35.5%,99,2958,119,13,10815.65
2025-12-15,KSA,Organic Search,37669,29319,33.5%,195,91292,2273,573,396122.65
2025-12-15,KSA,Direct,31979,25133,39.0%,99,52024,2627,284,191140.47
2025-12-22,KSA,Paid Search,233547,195631,60.0%,196,539399,26141,1689,1209663.78
2025-12-22,KSA,Paid Social,477938,395816,62.8%,152,1142764,52021,2119,1538321.72
2025-12-22,KSA,Video,81228,67862,51.7%,114,159314,9427,432,322180.15
2025-12-22,KSA,Display,22141,17096,51.4%,126,33150,1242,138,96183.86
2025-12-22,KSA,Influencer,2214,1727,39.1%,149,5233,228,30,23270.28
2025-12-22,KSA,Organic Search,36344,30253,40.0%,110,86256,2572,363,249676.79
2025-12-22,KSA,Direct,32208,25981,40.0%,76,52788,1635,476,339870.51
2025-12-29,KSA,Paid Search,210685,160777,52.7%,134,491452,18436,1414,1010178.12
2025-12-29,KSA,Paid Social,429346,329003,53.8%,180,1007162,42398,3232,2178283.48
2025-12-29,KSA,Video,86489,73883,60.6%,142,182072,7397,554,400960.08
2025-12-29,KSA,Display,23917,18369,57.1%,164,43953,1496,147,107786.77
2025-12-29,KSA,Influencer,2094,1577,42.6%,68,3834,132,28,19389.41
2025-12-29,KSA,Organic Search,38437,31506,31.4%,160,88194,2579,552,389285.76
2025-12-29,KSA,Direct,31905,26752,31.5%,173,69213,3453,430,327647.12
2026-01-05,KSA,Paid Search,131235,103168,54.5%,91,257375,14599,791,554726.44
2026-01-05,KSA,Paid Social,383413,305034,59.0%,169,572532,36581,2076,1571098.85
2026-01-05,KSA,Video,52703,42013,62.3%,192,130576,5573,391,290655.52
2026-01-05,KSA,Display,18457,13628,56.3%,207,40929,1702,112,73670.02
2026-01-05,KSA,Influencer,1641,1219,35.5%,94,2607,99,18,12866.87
2026-01-05,KSA,Organic Search,36848,27358,32.8%,181,89354,3540,569,413816.67
2026-01-05,KSA,Direct,31465,25460,40.1%,186,57318,2340,303,216699.4
2026-01-12,KSA,Paid Search,163738,120148,54.3%,64,258338,13955,1227,811934.21
2026-01-12,KSA,Paid Social,338101,270925,60.1%,121,679200,26932,1392,1077372.56
2026-01-12,KSA,Video,55634,40539,61.5%,65,126329,3164,306,224816.12
2026-01-12,KSA,Display,15575,12427,54.4%,200,37813,1309,52,37915.41
2026-01-12,KSA,Influencer,3489,2726,41.5%,82,5297,245,48,34063.63
2026-01-12,KSA,Organic Search,41883,35096,38.3%,188,93042,4844,529,379682.14
2026-01-12,KSA,Direct,31747,23648,42.7%,89,73902,2831,365,246390.68
2026-01-19,KSA,Paid Search,84057,67630,56.4%,201,217908,8233,423,325710.68
2026-01-19,KSA,Paid Social,188408,140193,54.3%,197,314900,14874,1376,989732.53
2026-01-19,KSA,Video,29341,23526,57.4%,142,41240,3431,176,131192.99
2026-01-19,KSA,Display,9906,7743,61.7%,93,19749,612,35,25663.11
2026-01-19,KSA,Influencer,4372,3480,37.8%,169,6836,257,38,27073.51
2026-01-19,KSA,Organic Search,39836,31535,31.6%,169,56493,2653,437,331832.34
2026-01-19,KSA,Direct,34531,26371,38.4%,171,88892,3228,414,295186.17
2026-01-26,KSA,Paid Search,94149,68126,59.9%,141,142889,6809,440,297533.78
2026-01-26,KSA,Paid Social,190591,149197,53.0%,100,407158,22215,1285,927890.46
2026-01-26,KSA,Video,39075,28922,51.3%,127,65378,3988,168,116634.54
2026-01-26,KSA,Display,8768,7422,48.3%,150,14311,678,63,46940.91
2026-01-26,KSA,Influencer,4504,3812,35.9%,102,11692,414,71,53433.85
2026-01-26,KSA,Organic Search,39361,31428,43.9%,98,88704,4670,472,345399.61
2026-01-26,KSA,Direct,37812,29380,33.3%,116,81561,2821,425,303672.42
2026-02-02,KSA,Paid Search,101746,86148,60.9%,102,251963,6570,470,332502.64
2026-02-02,KSA,Paid Social,167232,126130,60.0%,209,366966,16050,1143,736162.74
2026-02-02,KSA,Video,29688,21824,55.2%,184,49977,2459,135,102967.4
2026-02-02,KSA,Display,8748,7301,56.3%,93,22012,1045,27,20107.02
2026-02-02,KSA,Influencer,3406,2839,42.3%,126,5795,246,36,26009.53
2026-02-02,KSA,Organic Search,39922,29920,36.5%,209,90684,3723,563,390958.71
2026-02-02,KSA,Direct,30838,25256,42.4%,71,56349,3089,352,264894.01
2026-02-09,KSA,Paid Search,85676,62573,56.2%,204,175489,9682,584,411443.29
2026-02-09,KSA,Paid Social,179359,153543,61.6%,118,297634,17492,1172,851965.13
2026-02-09,KSA,Video,30956,22397,55.8%,110,51702,3596,120,88524.55
2026-02-09,KSA,Display,9322,7301,49.8%,75,21691,587,60,44151.59
2026-02-09,KSA,Influencer,3861,3224,34.0%,207,8020,274,60,40951.05
2026-02-09,KSA,Organic Search,39096,31566,36.1%,93,93066,3697,529,381356.75
2026-02-09,KSA,Direct,32130,23732,39.6%,130,76316,2997,410,278371.53
2026-02-16,KSA,Paid Search,108708,93480,61.6%,92,159844,9939,647,459329.71
2026-02-16,KSA,Paid Social,189099,136567,61.7%,59,271699,13940,953,658466.23
2026-02-16,KSA,Video,37574,31438,54.3%,143,66213,3640,128,98645.2
2026-02-16,KSA,Display,9788,7158,56.0%,142,22326,563,63,44810.19
2026-02-16,KSA,Influencer,3937,3091,43.5%,200,10134,470,57,40840.06
2026-02-16,KSA,Organic Search,41643,34480,35.5%,172,74836,3733,526,372938.42
2026-02-16,KSA,Direct,34036,27618,37.0%,186,73359,1849,296,216975.3
2026-02-23,KSA,Paid Search,127572,95441,56.2%,147,233776,13588,891,657790.7
2026-02-23,KSA,Paid Social,255966,214614,48.1%,195,482498,18872,1764,1379881.11
2026-02-23,KSA,Video,55110,45979,51.1%,108,119042,5941,395,286114.81
2026-02-23,KSA,Display,13897,11858,60.9%,161,33310,694,68,48295.64
2026-02-23,KSA,Influencer,7244,6095,35.0%,108,10541,772,86,68077.9
2026-02-23,KSA,Organic Search,40121,32273,31.8%,91,89496,3964,488,327289.15
2026-02-23,KSA,Direct,36072,31018,31.9%,190,75006,3985,357,273250.44
2026-03-02,KSA,Paid Search,241341,202022,60.7%,191,568143,28135,764,533980.3
2026-03-02,KSA,Paid Social,462111,347256,53.3%,160,1171539,54165,1379,995538.25
2026-03-02,KSA,Video,97299,82538,51.1%,81,156896,11461,473,350749.04
2026-03-02,KSA,Display,28104,21386,51.3%,115,56095,2258,130,90546.8
2026-03-02,KSA,Influencer,4249,3148,40.9%,166,8116,401,40,30091.37
2026-03-02,KSA,Organic Search,39224,32264,42.9%,67,59424,2197,461,341716.02
2026-03-02,KSA,Direct,30768,23667,41.1%,68,56367,3512,370,255607.15
2026-03-09,KSA,Paid Search,160536,127856,60.4%,90,344144,13538,591,458001.4
2026-03-09,KSA,Paid Social,416110,352760,55.8%,77,711617,47831,1499,1160406.21
2026-03-09,KSA,Video,85256,66698,58.6%,168,132396,4715,499,418692.18
2026-03-09,KSA,Display,19324,15841,59.9%,131,33393,1322,120,92253.66
2026-03-09,KSA,Influencer,5900,5065,41.4%,162,8592,621,81,57156.83
2026-03-09,KSA,Organic Search,42079,33840,33.8%,103,105629,2505,393,279734.58
2026-03-09,KSA,Direct,32761,27121,32.7%,62,84964,1857,340,234923.69
2026-03-16,KSA,Paid Search,182597,147109,60.5%,123,300243,12202,1300,895439.52
2026-03-16,KSA,Paid Social,388500,321757,49.1%,162,748260,23976,2148,1572977.92
2026-03-16,KSA,Video,73256,60286,48.6%,146,117244,4371,216,163176.84
2026-03-16,KSA,Display,19538,14363,50.6%,103,32245,2123,66,47844.74
2026-03-16,KSA,Influencer,5077,3814,43.8%,175,9725,571,55,36196.26
2026-03-16,KSA,Organic Search,43760,37524,37.9%,160,99215,4676,594,388770.65
2026-03-16,KSA,Direct,30172,23796,32.8%,96,60845,2823,318,220595.46
2026-03-23,KSA,Paid Search,200735,157422,54.8%,122,395513,18960,1433,1094052.65
2026-03-23,KSA,Paid Social,391020,295048,50.2%,105,548761,32754,1514,1144523.79
2026-03-23,KSA,Video,68147,51288,55.3%,124,127032,3559,469,332067.22
2026-03-23,KSA,Display,19100,15570,59.6%,89,47760,2200,109,77966.16
2026-03-23,KSA,Influencer,3596,3006,36.4%,73,7242,360,48,34875.48
2026-03-23,KSA,Organic Search,39986,32014,35.2%,138,99809,3021,409,300974.44
2026-03-23,KSA,Direct,31384,23369,41.0%,208,78514,1770,466,341230.91
2026-03-30,KSA,Paid Search,136300,99740,49.2%,145,296507,12157,866,623216.21
2026-03-30,KSA,Paid Social,302459,255767,54.5%,106,782714,25191,1352,950653.59
2026-03-30,KSA,Video,47365,34898,61.3%,159,69266,4630,288,195851.22
2026-03-30,KSA,Display,14304,10929,54.8%,87,34042,885,49,33662.77
2026-03-30,KSA,Influencer,2581,1925,34.3%,181,5212,292,28,20544.64
2026-03-30,KSA,Organic Search,40883,34602,41.8%,110,79126,2706,518,349991.83
2026-03-30,KSA,Direct,30279,23620,40.8%,202,61277,2323,418,301203.1
2026-04-06,KSA,Paid Search,125077,92448,55.2%,105,294482,14603,413,283902.88
2026-04-06,KSA,Paid Social,267711,210804,62.3%,141,677100,16692,1122,866456.21
2026-04-06,KSA,Video,42113,35065,49.1%,186,62118,3171,215,146358.39
2026-04-06,KSA,Display,11767,10116,54.5%,146,18321,753,37,27349.75
2026-04-06,KSA,Influencer,2267,1674,40.6%,195,5225,218,22,15302.08
2026-04-06,KSA,Organic Search,40598,29366,36.5%,157,102271,4465,552,418286.68
2026-04-06,KSA,Direct,35515,29632,41.1%,119,58964,2959,570,419517.88
2026-04-13,KSA,Paid Search,127442,107780,61.0%,69,226325,12340,620,434832.07
2026-04-13,KSA,Paid Social,255580,194641,54.3%,200,564521,29520,1544,1131343.31
2026-04-13,KSA,Video,48240,38496,50.8%,176,106200,3364,144,103426.0
2026-04-13,KSA,Display,11193,8902,52.7%,82,24246,1037,67,46849.2
2026-04-13,KSA,Influencer,1180,1009,32.0%,114,2473,113,16,12508.8
2026-04-13,KSA,Organic Search,45691,38296,32.4%,103,81842,5076,487,337331.49
2026-04-13,KSA,Direct,30589,24761,32.0%,105,47213,3214,457,338962.06
2026-04-20,KSA,Paid Search,145531,124316,58.5%,81,348275,7469,466,336913.12
2026-04-20,KSA,Paid Social,307813,238735,55.6%,150,505755,29273,2159,1594727.12
2026-04-20,KSA,Video,55051,42590,49.1%,157,102460,4262,268,197057.83
2026-04-20,KSA,Display,15300,11352,52.5%,111,30621,944,51,35179.29
2026-04-20,KSA,Influencer,1394,1188,32.3%,187,2015,120,14,10111.48
2026-04-20,KSA,Organic Search,39136,29388,39.2%,124,83109,3695,514,357897.81
2026-04-20,KSA,Direct,30464,23662,35.0%,187,67889,3090,387,280538.54
2026-04-27,KSA,Paid Search,89842,65838,62.3%,197,227754,9051,439,323361.74
2026-04-27,KSA,Paid Social,272049,208425,51.7%,208,600224,16998,893,626390.84
2026-04-27,KSA,Video,46112,34394,55.0%,71,100560,4917,326,237208.21
2026-04-27,KSA,Display,13197,10453,55.9%,162,29260,794,85,61982.05
2026-04-27,KSA,Influencer,2303,1763,32.5%,209,5743,185,29,20609.42
2026-04-27,KSA,Organic Search,41913,35695,32.6%,85,92226,2517,448,331529.25
2026-04-27,KSA,Direct,33686,26569,31.6%,170,86545,2966,397,295758.27
2026-05-04,KSA,Paid Search,104245,77129,54.6%,143,235036,12340,779,538663.19
2026-05-04,KSA,Paid Social,231799,193586,48.4%,61,409977,20833,1420,1032251.89
2026-05-04,KSA,Video,67661,54045,49.9%,201,148170,4303,340,250365.97
2026-05-04,KSA,Display,14317,12138,60.2%,101,33957,1452,47,33589.19
2026-05-04,KSA,Influencer,1183,918,33.9%,120,2278,60,10,7907.21
2026-05-04,KSA,Organic Search,39943,32406,33.7%,65,95633,3015,467,336864.94
2026-05-04,KSA,Direct,35855,27925,33.1%,150,87163,2779,509,396381.54
2026-05-11,KSA,Paid Search,106893,88637,60.3%,120,242511,6054,416,312184.3
2026-05-11,KSA,Paid Social,223732,170242,53.3%,142,330495,22101,1564,1066899.09
2026-05-11,KSA,Video,51974,42887,53.3%,121,111446,6113,393,285979.59
2026-05-11,KSA,Display,12245,9990,59.2%,101,23329,851,78,57724.7
2026-05-11,KSA,Influencer,1561,1209,39.1%,184,3352,171,23,17307.5
2026-05-11,KSA,Organic Search,44809,35055,42.5%,130,108753,4741,687,497038.26
2026-05-11,KSA,Direct,35157,25358,32.0%,202,65034,2098,380,264791.76
2026-05-18,KSA,Paid Search,80288,66132,60.2%,193,205773,5400,268,187383.98
2026-05-18,KSA,Paid Social,247586,212092,55.0%,101,608282,29664,1550,1136752.06
2026-05-18,KSA,Video,58381,45613,52.1%,132,130455,4057,256,176515.61
2026-05-18,KSA,Display,12881,10841,58.1%,87,32233,1227,46,32771.94
2026-05-18,KSA,Influencer,2369,1794,41.1%,168,5960,119,35,25098.62
2026-05-18,KSA,Organic Search,37033,28451,34.8%,123,82191,3862,376,249184.72
2026-05-18,KSA,Direct,32274,26878,39.0%,109,72903,1769,407,280404.35
2026-05-25,KSA,Paid Search,88413,65994,60.2%,89,215432,7827,536,330808.62
2026-05-25,KSA,Paid Social,266244,195766,60.2%,122,543477,21278,1176,842670.65
2026-05-25,KSA,Video,51804,44325,48.3%,153,94600,5832,234,162431.83
2026-05-25,KSA,Display,12430,10403,62.9%,152,21743,969,65,45409.65
2026-05-25,KSA,Influencer,2926,2413,31.2%,118,6353,200,26,18870.76
2026-05-25,KSA,Organic Search,42705,33730,40.2%,83,86812,3268,457,336514.85
2026-05-25,KSA,Direct,30286,23389,34.3%,178,75550,2409,411,290489.55
2026-06-01,KSA,Paid Search,104604,76613,54.4%,158,169864,11957,556,386955.43
2026-06-01,KSA,Paid Social,252894,198413,51.2%,182,548825,13016,835,583004.31
