date,market,channel,campaign,currency,spend,impressions,clicks,conversions,attributed_revenue
27-10-2025,KSA,tiktok,Always-On Brand,SAR,283882.07,12179156.0,187043.0,865.0,2420610.96
27-10-2025,KSA,YouTube,Always-On Brand,SAR,344401.53,8884859.0,59681.0,194.0,516263.51
27-10-2025,KSA,Display,Always-On Brand,SAR,222174.47,17282418.0,16213.0,30.0,81440.21
27-10-2025,KSA,Television,Always-On Brand,SAR,459543.45,9852812.0,0.0,0.0,0.0
27-10-2025,KSA,OOH,Always-On Brand,SAR,113825.43,5554976.0,0.0,0.0,0.0
27-10-2025,Egypt,Search,Always-On Brand,EGP,1757935.98,835226.0,54811.0,667.0,6958693.54
27-10-2025,Egypt,META,Always-On Brand,EGP,1835463.74,4804121.0,55619.0,270.0,2933517.33
27-10-2025,Egypt,Tik Tok,Always-On Brand,EGP,1027623.0,3561283.0,56470.0,179.0,1855449.65
27-10-2025,Egypt,YT,Always-On Brand,EGP,1366636.92,2623562.0,19053.0,58.0,636273.06
27-10-2025,Egypt,Display,Always-On Brand,EGP,888213.85,5813395.0,4422.0,7.0,76539.51
27-10-2025,Egypt,Television,Always-On Brand,EGP,1804778.11,2851691.0,0.0,0.0,0.0
27-10-2025,Egypt,Out of Home,Always-On Brand,EGP,456425.83,1999294.0,0.0,0.0,0.0
03-11-2025,UAE,PaidSearch,Always-On Brand,AED,287331.0,1923455.0,105352.0,1606.0,4321050.43
03-11-2025,UAE,Facebook/Instagram,Always-On Brand,AED,343352.43,10137791.0,131405.0,881.0,2192775.03
03-11-2025,UAE,Tik Tok,Always-On Brand,AED,194366.78,9165377.0,130083.0,486.0,1276088.94
03-11-2025,UAE,youtube,Always-On Brand,AED,239573.84,5823286.0,43324.0,165.0,413525.2
03-11-2025,UAE,Programmatic,Always-On Brand,AED,163828.88,13589750.0,10777.0,17.0,42824.72
03-11-2025,UAE,tv,Always-On Brand,AED,345790.57,6787289.0,0.0,0.0,0.0
03-11-2025,UAE,OOH,Always-On Brand,AED,85792.48,3990165.0,0.0,0.0,0.0
03-11-2025,KSA,Search,Always-On Brand,SAR,408735.88,2587584.0,183770.0,2648.0,6960377.23
03-11-2025,KSA,Facebook/Instagram,Always-On Brand,SAR,486892.54,16538759.0,193351.0,1238.0,3473307.75
03-11-2025,KSA,TikTok,Always-On Brand,SAR,280564.62,12627755.0,184698.0,873.0,2497878.83
03-11-2025,KSA,YouTube,Always-On Brand,SAR,332446.17,8069835.0,57695.0,204.0,561089.04
03-11-2025,KSA,Programmatic,Always-On Brand,SAR,224296.66,17846546.0,15042.0,26.0,68366.57
03-11-2025,KSA,TV,Always-On Brand,SAR,461240.89,8758007.0,0.0,0.0,0.0
03-11-2025,KSA,ooh,Always-On Brand,SAR,118036.59,5278006.0,0.0,0.0,0.0
03-11-2025,Egypt,paid_search,Always-On Brand,EGP,1529534.34,722358.0,46049.0,525.0,5272682.55
03-11-2025,Egypt,META,Always-On Brand,EGP,1739574.63,4155435.0,50783.0,327.0,3468583.57
03-11-2025,Egypt,tiktok,Always-On Brand,EGP,1100940.83,3608460.0,56929.0,244.0,2615890.61
03-11-2025,Egypt,youtube,Always-On Brand,EGP,1370833.87,2742546.0,19052.0,62.0,632863.36
03-11-2025,Egypt  ,Programmatic Display,Always-On Brand,EGP,785409.57,5009231.0,4266.0,6.0,60900.63
03-11-2025,Egypt,tv,Always-On Brand,EGP,1907243.32,2743503.0,0.0,0.0,0.0
03-11-2025,Egypt,Out of Home,Always-On Brand,EGP,440280.81,1642747.0,0.0,0.0,0.0
10-11-2025,UAE,Paid Search,Always-On Brand,AED,115631.18,741980.0,52125.0,735.0,1912756.59
10-11-2025,UAE,Paid Search,White Friday Blitz,AED,164778.56,1110725.0,81743.0,1097.0,2706158.77
10-11-2025,UAE,META,Always-On Brand,AED,256428.84,8495147.0,112377.0,582.0,1496004.94
10-11-2025,UAE,Meta,White Friday Blitz,AED,88745.52,3107346.0,31122.0,176.0,438528.45
10-11-2025,UAE,TikTok,Always-On Brand,AED,164404.13,7089366.0,102988.0,474.0,1241489.81
10-11-2025,UAE,TikTok,White Friday Blitz,AED,19571.39,876339.0,12320.0,44.0,111070.24
10-11-2025,UAE,YouTube,Always-On Brand,AED,99383.76,2276245.0,14682.0,48.0,124477.14
10-11-2025,UAE,youtube,White Friday Blitz,AED,167974.9,4013603.0,30071.0,116.0,310954.64
10-11-2025,UAE,Programmatic,Always-On Brand,AED,69132.18,5396261.0,5105.0,8.0,21419.93
10-11-2025,UAE,Display,White Friday Blitz,AED,97546.88,7709548.0,6704.0,10.0,25557.21
10-11-2025,UAE,TV,Always-On Brand,AED,243756.59,4549305.0,0.0,0.0,0.0
10-11-2025,UAE,TV,White Friday Blitz,AED,129753.43,2309353.0,0.0,0.0,0.0
10-11-2025,UAE,ooh,Always-On Brand,AED,44673.35,2160459.0,0.0,0.0,0.0
10-11-2025,UAE,OOH,White Friday Blitz,AED,31494.23,1492006.0,0.0,0.0,0.0
10-11-2025,KSA,Paid Search,Always-On Brand,SAR,307889.19,1959672.0,126039.0,1646.0,4546825.27
10-11-2025,KSA,Search,White Friday Blitz,SAR,107702.19,670200.0,48537.0,767.0,2070371.1
10-11-2025,KSA,META,Always-On Brand,SAR,336248.18,11592577.0,124787.0,778.0,2286370.39
10-11-2025,KSA,Facebook/Instagram,White Friday Blitz,SAR,110896.81,3516514.0,37258.0,246.0,698168.25
10-11-2025,KSA,tiktok,Always-On Brand,SAR,56451.74,2271973.0,35055.0,144.0,389044.12
10-11-2025,KSA,tiktok,White Friday Blitz,SAR,194978.46,7895744.0,108343.0,443.0,1299191.73
10-11-2025,KSA,youtube,Always-On Brand,SAR,142354.1,3221379.0,17074.0,56.0,153511.18
10-11-2025,KSA,YT,White Friday Blitz,SAR,188006.44,4319922.0,35858.0,100.0,281377.4
10-11-2025,KSA,Display,Always-On Brand,SAR,219449.62,15382506.0,15117.0,19.0,52156.67
10-11-2025,KSA,Programmatic,White Friday Blitz,SAR,8315.01,649724.0,538.0,1.0,2790.32
10-11-2025,KSA,tv,Always-On Brand,SAR,121201.96,2058424.0,0.0,0.0,0.0
10-11-2025,KSA,tv,White Friday Blitz,SAR,315785.49,5784606.0,0.0,0.0,0.0
10-11-2025,KSA,Out of Home,Always-On Brand,SAR,86949.56,4340812.0,0.0,0.0,0.0
10-11-2025,KSA,OOH,White Friday Blitz,SAR,22660.77,1118700.0,0.0,0.0,0.0
10-11-2025,Egypt,paid_search,Always-On Brand,EGP,461777.88,228821.0,12077.0,172.0,1815005.53
10-11-2025,Egypt,Paid Search,White Friday Blitz,EGP,1051400.33,513368.0,32753.0,497.0,5166655.76
10-11-2025,Egypt,meta,Always-On Brand,EGP,270227.74,701560.0,8875.0,59.0,648669.69
10-11-2025,Egypt,Facebook/Instagram,White Friday Blitz,EGP,1511123.07,3388560.0,43069.0,243.0,2412338.22
10-11-2025,Egypt,Tik Tok,Always-On Brand,EGP,821490.82,2605946.0,36911.0,194.0,1995010.63
10-11-2025,Egypt,TikTok,White Friday Blitz,EGP,282286.59,997396.0,14021.0,64.0,636262.56
10-11-2025,Egypt,YouTube,Always-On Brand,EGP,1100209.21,2103443.0,16492.0,45.0,479216.76
10-11-2025,Egypt,YT,White Friday Blitz,EGP,359672.35,709213.0,5067.0,18.0,196033.63
10-11-2025,Egypt,Programmatic Display,Always-On Brand,EGP,282038.56,1595596.0,1239.0,2.0,21465.94
10-11-2025,Egypt,Programmatic Display,White Friday Blitz,EGP,614635.48,3459840.0,3173.0,5.0,51723.54
10-11-2025,Egypt,tv,Always-On Brand,EGP,911981.2,1312276.0,0.0,0.0,0.0
10-11-2025,Egypt,TV,White Friday Blitz,EGP,779351.87,1168240.0,0.0,0.0,0.0
10-11-2025,Egypt,Out of Home,Always-On Brand,EGP,245210.84,859204.0,0.0,0.0,0.0
10-11-2025,Egypt,ooh,White Friday Blitz,EGP,208254.86,782473.0,0.0,0.0,0.0
17-11-2025,UAE,paid_search,Always-On Brand,AED,136556.29,1014392.0,67602.0,1022.0,2795808.2
17-11-2025,UAE  ,paid_search,White Friday Blitz,AED,424464.96,2645231.0,163687.0,2124.0,5864120.14
17-11-2025,UAE,Facebook/Instagram,Always-On Brand,AED,271090.7,8842746.0,108638.0,727.0,1924247.89
17-11-2025,UAE  ,meta,White Friday Blitz,AED,351316.82,12911245.0,156050.0,971.0,2446062.16
17-11-2025,UAE,Tik Tok,Always-On Brand,AED,328879.32,13807668.0,171309.0,662.0,1650054.54
17-11-2025,UAE,TikTok,White Friday Blitz,AED,46756.27,2084685.0,28526.0,139.0,344265.4
17-11-2025,UAE  ,YT,Always-On Brand,AED,121146.94,2864254.0,18756.0,58.0,143383.66
17-11-2025,UAE,YT,White Friday Blitz,AED,346161.58,8506755.0,69198.0,230.0,574590.36
17-11-2025,UAE,Display,Always-On Brand,AED,131225.61,10509010.0,10242.0,16.0,42416.26
17-11-2025,UAE,Programmatic Display,White Friday Blitz,AED,191958.3,14574918.0,12950.0,19.0,47397.9
17-11-2025,UAE,TV,Always-On Brand,AED,357398.29,7121081.0,0.0,0.0,0.0
17-11-2025,UAE,tv,White Friday Blitz,AED,260346.35,4869792.0,0.0,0.0,0.0
17-11-2025,UAE  ,OOH,Always-On Brand,AED,133770.96,6096401.0,0.0,0.0,0.0
17-11-2025,UAE,OOH,White Friday Blitz,AED,19097.3,914212.0,0.0,0.0,0.0
17-11-2025,KSA,paid_search,Always-On Brand,SAR,410668.32,2526447.0,161379.0,2219.0,6204344.8
17-11-2025,KSA,paid_search,White Friday Blitz,SAR,340431.21,2091518.0,138465.0,1904.0,5051083.06
17-11-2025,KSA,Facebook/Instagram,Always-On Brand,SAR,463639.88,13963168.0,185635.0,1115.0,3216015.5
17-11-2025,KSA  ,Facebook/Instagram,White Friday Blitz,SAR,452789.17,15348603.0,211607.0,1417.0,3951262.53
17-11-2025,KSA,Tik Tok,Always-On Brand,SAR,326753.11,14367533.0,186561.0,829.0,2295194.42
17-11-2025,KSA,Tik Tok,White Friday Blitz,SAR,200213.21,8577866.0,122871.0,429.0,1147767.18
17-11-2025,KSA,YouTube,Always-On Brand,SAR,226750.74,5622286.0,39379.0,107.0,308898.49
17-11-2025,KSA,youtube,White Friday Blitz,SAR,464251.51,10399493.0,83164.0,281.0,767606.05
17-11-2025,KSA  ,Display,Always-On Brand,SAR,172051.42,12598526.0,9992.0,17.0,47238.51
17-11-2025,KSA,Display,White Friday Blitz,SAR,254403.27,18968905.0,15845.0,27.0,78252.76
17-11-2025,KSA,Television,Always-On Brand,SAR,630639.79,12322627.0,0.0,0.0,0.0
17-11-2025,KSA,Television,White Friday Blitz,SAR,233649.56,3916364.0,0.0,0.0,0.0
17-11-2025,KSA,ooh,Always-On Brand,SAR,160449.91,7543090.0,0.0,0.0,0.0
17-11-2025,KSA,Out of Home,White Friday Blitz,SAR,69838.24,3545105.0,0.0,0.0,0.0
17-11-2025,Egypt,paid_search,Always-On Brand,EGP,1028784.7,532175.0,35858.0,556.0,5606000.87
17-11-2025,Egypt,Search,White Friday Blitz,EGP,1972460.96,967408.0,56920.0,878.0,9661139.16
17-11-2025,Egypt,META,Always-On Brand,EGP,2384963.58,5604898.0,69624.0,424.0,4487193.4
17-11-2025,Egypt,meta,White Friday Blitz,EGP,1047053.16,2612155.0,29087.0,179.0,1963652.35
17-11-2025,Egypt,TikTok,Always-On Brand,EGP,806388.38,2825527.0,46606.0,201.0,2107456.03
17-11-2025,Egypt,Tik Tok,White Friday Blitz,EGP,1242199.76,4054623.0,61063.0,249.0,2492990.73
17-11-2025,Egypt  ,YouTube,Always-On Brand,EGP,1046198.54,1871481.0,15398.0,52.0,557268.76
17-11-2025,Egypt,YT,White Friday Blitz,EGP,1458985.38,2613119.0,19930.0,60.0,609586.43
17-11-2025,Egypt,Programmatic,Always-On Brand,EGP,1112232.13,6601570.0,5548.0,9.0,96088.91
17-11-2025,Egypt,Display,White Friday Blitz,EGP,602088.56,4029200.0,3715.0,7.0,74416.29
17-11-2025,Egypt,tv,Always-On Brand,EGP,1306634.52,1831637.0,0.0,0.0,0.0
17-11-2025,Egypt,Television,White Friday Blitz,EGP,2553238.97,3941207.0,0.0,0.0,0.0
17-11-2025,Egypt,ooh,Always-On Brand,EGP,308995.48,1214567.0,0.0,0.0,0.0
17-11-2025,Egypt,ooh,White Friday Blitz,EGP,582622.76,2412396.0,0.0,0.0,0.0
24-11-2025,UAE,Paid Search,Always-On Brand,AED,646815.55,3891549.0,207819.0,2633.0,7146701.8
24-11-2025,UAE,PaidSearch,White Friday Blitz,AED,101721.4,669437.0,38781.0,435.0,1163244.09
24-11-2025,UAE,META,Always-On Brand,AED,305572.98,9008393.0,95732.0,559.0,1486679.09
24-11-2025,UAE,META,White Friday Blitz,AED,491921.15,14337354.0,165181.0,1024.0,2693838.91
24-11-2025,UAE,TikTok,Always-On Brand,AED,162987.87,7094535.0,89910.0,453.0,1194451.64
24-11-2025,UAE,Tik Tok,White Friday Blitz,AED,318966.75,14195228.0,212235.0,756.0,2011587.13
24-11-2025,UAE,YouTube,Always-On Brand,AED,153795.31,3651991.0,27851.0,108.0,293806.77
24-11-2025,UAE,YouTube,White Friday Blitz,AED,453548.83,10097982.0,76934.0,214.0,569202.17
24-11-2025,UAE,Display,Always-On Brand,AED,133934.0,9990141.0,8847.0,14.0,36862.11
24-11-2025,UAE,Programmatic Display,White Friday Blitz,AED,260067.94,18883006.0,13664.0,21.0,54200.3
24-11-2025,UAE,TV,Always-On Brand,AED,493970.36,9892465.0,0.0,0.0,0.0
24-11-2025,UAE  ,Television,White Friday Blitz,AED,215302.4,4569045.0,0.0,0.0,0.0
24-11-2025,UAE,ooh,Always-On Brand,AED,153783.97,7848233.0,0.0,0.0,0.0
24-11-2025,UAE,OOH,White Friday Blitz,AED,57741.54,2999977.0,0.0,0.0,0.0
24-11-2025,KSA,PaidSearch,Always-On Brand,SAR,272127.14,1624989.0,95329.0,1177.0,3131619.37
24-11-2025,KSA,Paid Search,White Friday Blitz,SAR,763017.76,4866191.0,341235.0,4376.0,12223781.66
24-11-2025,KSA,Meta,Always-On Brand,SAR,196893.39,6666747.0,82068.0,568.0,1642179.7
24-11-2025,KSA,META,White Friday Blitz,SAR,860618.77,26255768.0,336660.0,2305.0,6782596.49
24-11-2025,KSA,TikTok,Always-On Brand,SAR,391240.12,18593770.0,202736.0,733.0,2063429.0
24-11-2025,KSA,TikTok,White Friday Blitz,SAR,272868.16,12362631.0,193751.0,736.0,2105555.14
24-11-2025,KSA,YT,Always-On Brand,SAR,265948.44,6053244.0,44471.0,138.0,382234.77
24-11-2025,KSA,YT,White Friday Blitz,SAR,525542.59,14128123.0,89028.0,346.0,998872.38
24-11-2025,KSA,Programmatic,Always-On Brand,SAR,190641.77,14247093.0,13716.0,26.0,70293.85
24-11-2025,KSA,Programmatic,White Friday Blitz,SAR,309055.72,23583867.0,19746.0,37.0,101423.5
24-11-2025,KSA,Television,Always-On Brand,SAR,592841.3,12593417.0,0.0,0.0,0.0
24-11-2025,KSA,tv,White Friday Blitz,SAR,427160.8,7975857.0,0.0,0.0,0.0
24-11-2025,KSA,Out of Home,Always-On Brand,SAR,97473.81,4928190.0,0.0,0.0,0.0
24-11-2025,KSA,OOH,White Friday Blitz,SAR,165719.95,8490644.0,0.0,0.0,0.0
24-11-2025,Egypt,Paid Search,Always-On Brand,EGP,2078705.4,1047599.0,59070.0,880.0,9315437.0
24-11-2025,Egypt,Paid Search,White Friday Blitz,EGP,1931951.82,990343.0,56954.0,835.0,8385580.0
24-11-2025,Egypt,Facebook/Instagram,Always-On Brand,EGP,3336319.7,8337315.0,85595.0,577.0,6215692.58
24-11-2025,Egypt  ,Meta,White Friday Blitz,EGP,1346761.94,3496684.0,35286.0,225.0,2322444.45
24-11-2025,Egypt,TikTok,Always-On Brand,EGP,1389532.11,5222255.0,71054.0,325.0,3506101.44
24-11-2025,Egypt  ,tiktok,White Friday Blitz,EGP,1230366.25,4258962.0,68929.0,321.0,3396249.06
24-11-2025,Egypt,youtube,Always-On Brand,EGP,1276967.74,2423055.0,16151.0,54.0,544383.63
24-11-2025,Egypt,youtube,White Friday Blitz,EGP,2187039.07,4106818.0,28794.0,104.0,1107087.07
24-11-2025,Egypt,Display,Always-On Brand,EGP,975204.73,5529739.0,5412.0,9.0,95400.06
24-11-2025,Egypt,Programmatic Display,White Friday Blitz,EGP,1370033.89,7814951.0,6608.0,12.0,133197.31
24-11-2025,Egypt,Television,Always-On Brand,EGP,2980997.2,4521559.0,0.0,0.0,0.0
24-11-2025,Egypt,tv,White Friday Blitz,EGP,1480991.47,2217226.0,0.0,0.0,0.0
24-11-2025,Egypt,ooh,Always-On Brand,EGP,429567.83,1590124.0,0.0,0.0,0.0
24-11-2025,Egypt,OOH,White Friday Blitz,EGP,679659.31,2405408.0,0.0,0.0,0.0
01-12-2025,UAE,Search,Always-On Brand,AED,116478.87,779774.0,53777.0,679.0,1706188.83
01-12-2025,UAE,PaidSearch,White Friday Blitz,AED,385788.46,2743159.0,191266.0,2394.0,6346344.24
01-12-2025,UAE,meta,Always-On Brand,AED,413404.72,12626298.0,150732.0,983.0,2615559.35
01-12-2025,UAE,Meta,White Friday Blitz,AED,62226.23,2190925.0,29281.0,176.0,472596.0
01-12-2025,UAE,Tik Tok,Always-On Brand,AED,112184.2,4984782.0,60025.0,273.0,702546.64
01-12-2025,UAE,tiktok,White Friday Blitz,AED,235051.73,10510149.0,136955.0,560.0,1451154.85
01-12-2025,UAE,youtube,Always-On Brand,AED,132131.44,3136287.0,23591.0,90.0,221635.22
01-12-2025,UAE,YouTube,White Friday Blitz,AED,283030.4,7188493.0,46756.0,173.0,464561.21
01-12-2025,UAE,Display,Always-On Brand,AED,171719.86,15023971.0,14841.0,26.0,70292.32
01-12-2025,UAE,Programmatic,White Friday Blitz,AED,89134.81,7116398.0,5960.0,9.0,22211.35
01-12-2025,UAE,TV,Always-On Brand,AED,273319.27,4874783.0,0.0,0.0,0.0
01-12-2025,UAE,TV,White Friday Blitz,AED,251269.97,5253414.0,0.0,0.0,0.0
01-12-2025,UAE,Out of Home,Always-On Brand,AED,64225.72,3147256.0,0.0,0.0,0.0
01-12-2025,UAE  ,OOH,White Friday Blitz,AED,46990.8,2433396.0,0.0,0.0,0.0
01-12-2025,KSA,Search,Always-On Brand,SAR,342969.74,2333266.0,117447.0,1360.0,3586566.32
01-12-2025,KSA,Paid Search,White Friday Blitz,SAR,290156.85,1646860.0,107866.0,1471.0,4170055.78
01-12-2025,KSA,meta,Always-On Brand,SAR,165986.08,4947296.0,67639.0,418.0,1193976.61
01-12-2025,KSA,META,White Friday Blitz,SAR,573714.13,17328109.0,172007.0,1150.0,3157686.49
01-12-2025,KSA,Tik Tok,Always-On Brand,SAR,144475.77,6458294.0,103893.0,485.0,1334128.97
01-12-2025,KSA,TikTok,White Friday Blitz,SAR,285802.51,13489309.0,175428.0,640.0,1754240.26
01-12-2025,KSA,youtube,Always-On Brand,SAR,450941.12,11423947.0,81937.0,222.0,619627.25
01-12-2025,KSA,youtube,White Friday Blitz,SAR,96469.39,2455088.0,17199.0,53.0,140609.88
01-12-2025,KSA,Display,Always-On Brand,SAR,243407.99,17700202.0,19374.0,38.0,105904.67
01-12-2025,KSA,Programmatic Display,White Friday Blitz,SAR,111962.8,9291100.0,9549.0,13.0,35935.93
01-12-2025,KSA,Television,Always-On Brand,SAR,276733.73,5442219.0,0.0,0.0,0.0
01-12-2025,KSA,Television,White Friday Blitz,SAR,414691.72,7298664.0,0.0,0.0,0.0
01-12-2025,KSA,OOH,Always-On Brand,SAR,47200.38,2066206.0,0.0,0.0,0.0
01-12-2025,KSA,OOH,White Friday Blitz,SAR,126065.32,6034600.0,0.0,0.0,0.0
01-12-2025,Egypt,paid_search,Always-On Brand,EGP,933740.19,506408.0,30861.0,475.0,4965424.44
01-12-2025,Egypt,Paid Search,White Friday Blitz,EGP,1536571.8,847190.0,48816.0,724.0,7260179.78
01-12-2025,Egypt,Facebook/Instagram,Always-On Brand,EGP,2332701.65,5667594.0,62246.0,448.0,4884191.53
01-12-2025,Egypt,Facebook/Instagram,White Friday Blitz,EGP,550905.38,1312805.0,17464.0,127.0,1364928.86
01-12-2025,Egypt,Tik Tok,Always-On Brand,EGP,756821.77,2469745.0,29728.0,142.0,1504720.1
01-12-2025,Egypt,TikTok,White Friday Blitz,EGP,937360.88,3097125.0,40776.0,160.0,1688741.55
01-12-2025,Egypt,youtube,Always-On Brand,EGP,709954.93,1489653.0,11279.0,39.0,427479.27
01-12-2025,Egypt,YT,White Friday Blitz,EGP,1488856.68,3243326.0,24273.0,76.0,776943.94
01-12-2025,Egypt,Programmatic,Always-On Brand,EGP,1019717.28,6064310.0,5028.0,8.0,86954.89
01-12-2025,Egypt,Programmatic Display,White Friday Blitz,EGP,414181.9,2614892.0,2049.0,4.0,43343.65
01-12-2025,Egypt  ,tv,Always-On Brand,EGP,2446876.18,3346139.0,0.0,0.0,0.0
01-12-2025,Egypt,tv,White Friday Blitz,EGP,641590.65,905530.0,0.0,0.0,0.0
01-12-2025,Egypt  ,Out of Home,Always-On Brand,EGP,548525.17,1925138.0,0.0,0.0,0.0
01-12-2025,Egypt,OOH,White Friday Blitz,EGP,205443.36,772895.0,0.0,0.0,0.0
08-12-2025,UAE,Search,Always-On Brand,AED,90375.83,578053.0,34760.0,483.0,1210048.0
08-12-2025,UAE  ,paid_search,White Friday Blitz,AED,200926.26,1209722.0,84491.0,1192.0,3235609.58
08-12-2025,UAE,Meta,Always-On Brand,AED,183156.51,5449778.0,69100.0,403.0,1063001.61
08-12-2025,UAE,Meta,White Friday Blitz,AED,135539.72,4554567.0,48824.0,288.0,711152.21
08-12-2025,UAE,tiktok,Always-On Brand,AED,177231.21,7604089.0,118013.0,369.0,1017733.49
08-12-2025,UAE,tiktok,White Friday Blitz,AED,21505.37,981365.0,13564.0,54.0,139199.42
08-12-2025,UAE,YT,Always-On Brand,AED,14542.32,355353.0,2263.0,8.0,21154.81
08-12-2025,UAE,youtube,White Friday Blitz,AED,230672.72,5216765.0,39548.0,124.0,314398.06
08-12-2025,UAE,Programmatic Display,Always-On Brand,AED,123181.68,9511616.0,8286.0,13.0,35352.75
08-12-2025,UAE,Programmatic Display,White Friday Blitz,AED,39009.46,3376427.0,2624.0,5.0,12349.44
08-12-2025,UAE,Television,Always-On Brand,AED,218816.24,4440942.0,0.0,0.0,0.0
08-12-2025,UAE,tv,White Friday Blitz,AED,119973.25,2412640.0,0.0,0.0,0.0
08-12-2025,UAE,OOH,Always-On Brand,AED,22120.1,1044894.0,0.0,0.0,0.0
08-12-2025,UAE,OOH,White Friday Blitz,AED,54898.45,2586981.0,0.0,0.0,0.0
08-12-2025,KSA,PaidSearch,Always-On Brand,SAR,195237.75,1356868.0,85963.0,1043.0,3002128.72
08-12-2025,KSA,PaidSearch,White Friday Blitz,SAR,205988.78,1201366.0,75798.0,1116.0,3131165.87
08-12-2025,KSA,META,Always-On Brand,SAR,214296.83,6617791.0,73769.0,426.0,1153355.29
08-12-2025,KSA,Meta,White Friday Blitz,SAR,240495.95,8016456.0,90840.0,558.0,1635579.86
08-12-2025,KSA,Tik Tok,Always-On Brand,SAR,105669.4,4865347.0,58441.0,160.0,460388.89
08-12-2025,KSA,Tik Tok,White Friday Blitz,SAR,181636.87,7657873.0,99956.0,432.0,1154253.3
08-12-2025,KSA,YouTube,Always-On Brand,SAR,88822.05,2126530.0,17391.0,53.0,145208.19
08-12-2025,KSA,youtube,White Friday Blitz,SAR,270902.02,6769224.0,50034.0,170.0,455212.69
08-12-2025,KSA,Programmatic Display,Always-On Brand,SAR,179433.6,13880530.0,14192.0,24.0,64744.51
08-12-2025,KSA,Display,White Friday Blitz,SAR,47649.52,3649674.0,3089.0,5.0,13879.99
08-12-2025,KSA,TV,Always-On Brand,SAR,161830.08,3185850.0,0.0,0.0,0.0
08-12-2025,KSA,TV,White Friday Blitz,SAR,280846.03,5213640.0,0.0,0.0,0.0
08-12-2025,KSA,OOH,Always-On Brand,SAR,82775.34,4239010.0,0.0,0.0,0.0
08-12-2025,KSA,OOH,White Friday Blitz,SAR,31919.55,1455304.0,0.0,0.0,0.0
08-12-2025,Egypt,Paid Search,Always-On Brand,EGP,991168.25,451073.0,25837.0,353.0,3599386.8
08-12-2025,Egypt,paid_search,White Friday Blitz,EGP,733639.44,395909.0,22002.0,289.0,3097762.46
08-12-2025,Egypt,meta,Always-On Brand,EGP,1067503.53,2650099.0,29463.0,211.0,2284349.03
08-12-2025,Egypt,Meta,White Friday Blitz,EGP,711634.64,2019606.0,18837.0,123.0,1221762.83
08-12-2025,Egypt,TikTok,Always-On Brand,EGP,771466.93,2697765.0,39663.0,185.0,2025524.82
08-12-2025,Egypt,tiktok,White Friday Blitz,EGP,345474.9,1152286.0,16250.0,79.0,836359.98
08-12-2025,Egypt  ,youtube,Always-On Brand,EGP,708028.56,1351954.0,9272.0,29.0,320760.31
08-12-2025,Egypt,YT,White Friday Blitz,EGP,628406.72,1164236.0,8763.0,29.0,291527.18
08-12-2025,Egypt,Programmatic,Always-On Brand,EGP,120284.18,803765.0,850.0,1.0,10391.37
08-12-2025,Egypt,Programmatic Display,White Friday Blitz,EGP,786425.8,4444319.0,4051.0,9.0,95876.42
08-12-2025,Egypt,tv,Always-On Brand,EGP,814963.51,1171429.0,0.0,0.0,0.0
08-12-2025,Egypt,Television,White Friday Blitz,EGP,1157249.94,1586258.0,0.0,0.0,0.0
08-12-2025,Egypt,OOH,Always-On Brand,EGP,429679.45,1601075.0,0.0,0.0,0.0
08-12-2025,Egypt,ooh,White Friday Blitz,EGP,83451.3,329651.0,0.0,0.0,0.0
15-12-2025,UAE,Paid Search,Always-On Brand,AED,218106.21,1425680.0,88591.0,1459.0,3800014.44
15-12-2025,UAE,PaidSearch,Year End Gifting,AED,227967.12,1521955.0,82934.0,934.0,2343232.02
15-12-2025,UAE,META,Always-On Brand,AED,421329.02,13724506.0,200605.0,1361.0,3577500.25
15-12-2025,UAE,meta,Year End Gifting,AED,55963.45,1717090.0,22135.0,145.0,380162.64
15-12-2025,UAE,TikTok,Always-On Brand,AED,96939.09,4426241.0,63524.0,280.0,742607.57
15-12-2025,UAE,Tik Tok,Year End Gifting,AED,205837.8,9461957.0,117789.0,549.0,1399541.8
15-12-2025,UAE,youtube,Always-On Brand,AED,53445.95,1242532.0,8519.0,20.0,54915.54
15-12-2025,UAE,YT,Year End Gifting,AED,269053.76,6874213.0,60061.0,172.0,424098.28
15-12-2025,UAE,Display,Always-On Brand,AED,79538.17,6136321.0,5801.0,11.0,27485.44
15-12-2025,UAE,Programmatic Display,Year End Gifting,AED,166605.17,13865625.0,9238.0,16.0,40886.99
15-12-2025,UAE,tv,Always-On Brand,AED,172703.97,3294536.0,0.0,0.0,0.0
15-12-2025,UAE,Television,Year End Gifting,AED,317227.22,6186989.0,0.0,0.0,0.0
15-12-2025,UAE,ooh,Always-On Brand,AED,48815.77,2493046.0,0.0,0.0,0.0
15-12-2025,UAE,Out of Home,Year End Gifting,AED,66242.73,3189147.0,0.0,0.0,0.0
15-12-2025,KSA,paid_search,Always-On Brand,SAR,296974.7,1855975.0,123847.0,1784.0,4672833.32
15-12-2025,KSA,paid_search,Year End Gifting,SAR,296525.47,2020869.0,138778.0,1682.0,4881874.46
15-12-2025,KSA,META,Always-On Brand,SAR,190973.55,6394548.0,69117.0,465.0,1276110.94
15-12-2025,KSA,meta,Year End Gifting,SAR,438989.22,13961141.0,179719.0,1392.0,3983922.03
15-12-2025,KSA,tiktok,Always-On Brand,SAR,367267.85,16447374.0,229231.0,1137.0,3112863.73
