date,market,platform,followers,posts,impressions,reach,engagements,video_views,sentiment_score
2025-12-22,KSA,X,223494,11,297562,130754,2082,96135.0,0.395
2025-12-22,KSA,facebook,311252,8,340022,150783,3328,129682.0,0.452
2025-12-29,KSA,IG,694383,6,925937,420157,19345,317645.0,0.458
2025-12-29,KSA,Tik Tok,603350,4,628457,276731,18587,232174.0,0.339
2025-12-29,KSA,youtube,400497,7,377932,213421,4594,119540.0,0.42
2025-12-29,KSA,Twitter,222844,11,236579,116143,1777,117389.0,0.386
2025-12-29,KSA,Facebook,313136,10,326280,178917,3658,141731.0,0.412
2026-01-05,KSA,IG,694904,11,794470,332728,15372,299811.0,0.434
2026-01-05,KSA,tiktok,608755,6,533815,240455,15042,254303.0,0.431
2026-01-05,KSA,youtube,401114,4,285191,169223,5468,84525.0,0.374
2026-01-05,KSA,X,223373,11,210670,105645,1962,65001.0,0.414
2026-01-05,KSA,Facebook,316006,7,213770,130958,2771,83687.0,0.46
2026-01-12,KSA,instagram,699420,7,592343,337645,13781,189986.0,0.434
2026-01-12,KSA,tiktok,607052,11,644075,323917,21778,274872.0,0.431
2026-01-12,KSA,YouTube,405949,7,445062,198806,6196,215334.0,0.444
2026-01-12,KSA,X (Twitter),224189,6,217518,106591,1785,81692.0,0.468
2026-01-12,KSA,Facebook,315854,11,197510,110463,2268,84519.0,0.357
2026-01-19,KSA,IG,696250,11,471436,231730,10131,,0.446
2026-01-19,KSA,TikTok,610551,11,488340,208933,15067,219552.0,0.369
2026-01-19,KSA,YouTube,405423,7,306972,141550,3861,129041.0,0.426
2026-01-19,KSA,X,225193,6,191951,85332,1442,95487.0,0.422
2026-01-19,KSA,Facebook,317063,7,255538,118151,2296,101770.0,0.469
2026-01-26,KSA,IG,704328,6,570097,258497,9992,262998.0,0.452
2026-01-26,KSA,Tik Tok,616569,4,424085,261294,17913,192118.0,0.498
2026-01-26,KSA,youtube,411440,10,287030,132427,3704,95826.0,0.476
2026-01-26,KSA,Twitter,227669,11,115603,69627,1239,38735.0,0.444
2026-01-26,KSA,FB,315199,11,203143,94441,2160,74687.0,0.402
2026-02-02,KSA,IG,709266,9,578786,275546,10681,191016.0,0.449
2026-02-02,KSA,Tik Tok,612829,7,377606,207364,16150,178791.0,0.416
2026-02-02,KSA,YT,406982,11,342502,163026,5366,96819.0,0.433
2026-02-02,KSA,X,226948,6,177116,80505,1241,71613.0,0.439
2026-02-02,KSA,FB,319716,4,254320,135889,3123,125785.0,0.481
2026-02-09,KSA,IG,711824,5,592716,249994,10258,247246.0,0.452
2026-02-09,KSA,TikTok,616018,5,320142,196620,14474,152072.0,0.493
2026-02-09,KSA,youtube,413709,9,403499,179701,5278,172603.0,0.472
2026-02-09,KSA,X,231047,8,159287,72322,1278,69865.0,0.459
2026-02-09,KSA,FB,321055,7,203440,119998,2374,90719.0,0.516
2026-02-16,KSA,instagram,707422,7,572006,273973,10220,214256.0,0.444
2026-02-16,KSA,TikTok,622759,10,347953,190880,13391,154144.0,0.483
2026-02-16,KSA,youtube,414811,4,285125,146780,4908,101593.0,0.38
2026-02-16,KSA,X,230791,11,184151,94736,1821,66682.0,0.415
2026-02-16,KSA,facebook,323140,7,259287,121110,2802,109263.0,0.506
2026-02-23,KSA,instagram,707874,9,564634,285159,13955,255499.0,0.383
2026-02-23,KSA,tiktok,622738,7,482794,300770,24459,162071.0,0.463
2026-02-23,KSA,YouTube,415664,7,386565,182941,6371,168521.0,0.462
2026-02-23,KSA,Twitter,231718,5,179132,96042,1880,53741.0,0.409
2026-02-23,KSA,facebook,322854,5,330868,158214,3820,96543.0,0.32
2026-03-02,KSA,Instagram,717568,5,1155250,489184,27770,518084.0,0.396
2026-03-02,KSA,Tik Tok,626906,4,570631,341114,37838,175475.0,0.41
2026-03-02,KSA,YouTube,417084,8,365820,216474,8842,105157.0,0.365
2026-03-02,KSA,X,231141,11,240407,114579,2193,75802.0,0.368
2026-03-02,KSA,Facebook,322733,4,339430,153465,4384,102329.0,0.44
2026-03-09,KSA,Instagram,718739,11,864658,423984,25210,281225.0,0.137
2026-03-09,KSA,TikTok,625072,6,672121,370031,36484,268209.0,0.099
2026-03-09,KSA,YouTube,417155,4,544933,253482,9884,219214.0,0.05
2026-03-09,KSA,X (Twitter),231981,8,231442,103741,2492,109893.0,0.103
2026-03-09,KSA,facebook,323675,11,388808,167121,5027,126288.0,0.136
2026-03-16,KSA,IG,717836,6,836064,383398,21429,352060.0,0.145
2026-03-16,KSA,tiktok,628018,8,675270,317611,24961,242894.0,0.099
2026-03-16,KSA,YT,417195,9,401872,218570,6500,200420.0,0.15
2026-03-16,KSA,X (Twitter),231290,6,236537,101058,2303,97892.0,0.095
2026-03-16,KSA,facebook,327489,6,393646,196520,5278,159364.0,0.088
2026-03-23,KSA,IG,721917,6,579191,356795,19967,230061.0,0.412
2026-03-23,KSA,tiktok,627470,6,541256,280419,27681,152232.0,0.437
2026-03-23,KSA,YT,423925,7,407659,184276,6426,139408.0,0.412
2026-03-23,KSA,X,234548,4,176211,93119,2042,82061.0,0.396
2026-03-23,KSA,FB,327804,5,256679,135164,4216,98080.0,0.396
2026-03-30,KSA,Instagram,728712,7,574466,248820,9054,197688.0,0.389
2026-03-30,KSA,TikTok,637607,9,451112,241236,16482,128488.0,0.406
2026-03-30,KSA,YouTube,424509,6,439395,202803,5766,129271.0,0.439
2026-03-30,KSA,X,235815,9,200006,98450,1403,95177.0,0.422
2026-03-30,KSA,FB,326819,11,238788,110718,2448,82008.0,0.427
2026-04-06,KSA,instagram,732295,11,450783,277719,10157,127180.0,0.436
2026-04-06,KSA,tiktok,638022,6,434042,265156,17119,122402.0,0.426
2026-04-06,KSA,youtube,421491,4,345086,151657,4326,103455.0,0.376
2026-04-06,KSA,X (Twitter),235921,8,165434,91919,1395,81344.0,0.392
2026-04-06,KSA,FB,332218,7,269329,135169,2863,84930.0,0.436
2026-04-13,KSA,instagram,731705,8,640253,310077,14013,295409.0,0.4
2026-04-13,KSA,Tik Tok,640720,11,610967,257858,14717,294899.0,0.386
2026-04-13,KSA,YouTube,427483,11,317482,132480,3617,101407.0,0.446
2026-04-13,KSA,Twitter,235951,6,189109,83433,1401,85751.0,0.378
2026-04-13,KSA,facebook,331448,4,165587,95024,2271,83024.0,0.377
2026-04-20,KSA,Instagram,734186,7,534614,256218,9341,198750.0,0.435
2026-04-20,KSA,TikTok,641233,8,543177,227574,13813,157943.0,0.444
2026-04-20,KSA,YouTube,428167,7,345750,177936,5649,99489.0,0.515
2026-04-20,KSA,Twitter,237764,4,186747,88921,1294,95170.0,0.451
2026-04-20,KSA,FB,334295,7,302910,154748,3300,137619.0,0.459
2026-04-27,KSA,IG,738731,11,554441,295138,10865,169121.0,0.426
2026-04-27,KSA,tiktok,642815,9,454763,236283,16211,130921.0,0.379
2026-04-27,KSA,YouTube,429855,7,405641,174823,5185,157722.0,0.456
2026-04-27,KSA,Twitter,238482,10,193799,95487,1789,61000.0,0.414
2026-04-27,KSA,FB,335740,6,267247,125679,2573,83066.0,0.479
2026-05-04,KSA,instagram,734655,6,572825,280231,11689,262087.0,0.397
2026-05-04,KSA,tiktok,645396,4,485631,245588,18158,170478.0,0.383
2026-05-04,KSA,YT,428745,6,279282,137477,3973,81427.0,0.444
2026-05-04,KSA,X (Twitter),237756,7,195267,100157,1684,84179.0,0.413
2026-05-04,KSA,Facebook,333978,6,252956,112628,2665,126102.0,0.439
2026-05-11,KSA,IG,745249,8,628002,300376,11960,264460.0,0.461
2026-05-11,KSA,Tik Tok,645435,6,488812,290165,18419,177055.0,0.421
2026-05-11,KSA,YouTube,430704,5,323391,154642,5231,104700.0,0.417
2026-05-11,KSA,Twitter,239794,4,158518,77922,1316,55079.0,0.437
2026-05-11,KSA,facebook,334787,8,238875,119641,2427,75093.0,0.433
2026-05-18,KSA,IG,746440,9,466647,269249,10926,135873.0,0.39
2026-05-18,KSA,Tik Tok,646596,7,488204,297708,17408,243395.0,0.397
2026-05-18,KSA,YT,433613,7,384914,179637,5361,184218.0,0.336
2026-05-18,KSA,X,240219,9,185250,114154,1704,76909.0,0.402
2026-05-18,KSA,FB,338974,8,240249,117573,2271,113499.0,0.437
2026-05-25,KSA,instagram,746806,4,582155,268298,9827,228931.0,0.374
2026-05-25,KSA,TikTok,652774,11,561552,276895,16289,255976.0,0.404
2026-05-25,KSA,YouTube,434755,11,361355,163811,4523,,0.48
2026-05-25,KSA,Twitter,241327,6,174843,99067,1591,88073.0,0.426
2026-05-25,KSA,facebook,335681,11,272792,148703,3032,114144.0,0.472
2026-06-01,KSA,IG,748800,4,496713,272699,10725,140982.0,0.445
2026-06-01,KSA,Tik Tok,656917,6,493998,222119,14408,211204.0,0.455
2026-06-01,KSA,youtube,436457,4,333664,150718,4443,138269.0,0.439
2026-06-01,KSA,X,241900,11,169605,92021,1777,79474.0,0.395
2026-06-01,KSA,Facebook,338895,7,217515,100444,2224,71732.0,0.443
2026-06-08,KSA,IG,760598,8,565837,245658,10089,207267.0,0.395
2026-06-08,KSA,tiktok,657494,5,536129,277905,21042,163856.0,0.404
2026-06-08,KSA,YouTube,438201,7,361235,194465,5425,160830.0,0.408
2026-06-08,KSA,X,242615,8,182684,93429,1747,61706.0,0.402
2026-06-08,KSA,facebook,342069,7,235811,129807,3415,80505.0,0.415
2026-06-15,KSA,IG,751382,8,674175,322630,12068,284518.0,0.363
2026-06-15,KSA,TikTok,654937,5,393885,223443,15325,168433.0,0.475
2026-06-15,KSA,youtube,439095,4,221772,130389,3616,93367.0,0.425
2026-06-15,KSA,Twitter,242168,11,214339,106881,1801,104897.0,0.431
2026-06-15,KSA,FB,342748,10,233069,97480,2238,101661.0,0.377
2026-06-22,KSA,IG,764020,5,716870,302995,11785,352937.0,0.45
2026-06-22,KSA,TikTok,663306,4,343558,208150,14729,157262.0,0.444
2026-06-22,KSA,youtube,439206,11,243726,131498,3576,73294.0,0.449
2026-06-22,KSA,X (Twitter),246693,9,174849,89737,1634,62183.0,0.404
2026-06-22,KSA,facebook,344216,7,211800,128467,2636,62716.0,0.488
2026-06-29,KSA,Instagram,760077,9,616685,278452,10461,210516.0,0.43
2026-06-29,KSA,Tik Tok,662901,5,567954,282911,17783,211184.0,0.408
2026-06-29,KSA,YT,444715,10,287097,176109,5507,103351.0,0.415
2026-06-29,KSA,X (Twitter),244549,9,187308,111008,2087,86917.0,0.427
2026-06-29,KSA,facebook,345384,7,264289,142343,3164,100666.0,0.455
2026-07-06,KSA,instagram,768887,5,620507,301998,12294,212190.0,0.443
2026-07-06,KSA,TikTok,667295,6,430134,254984,17100,121891.0,0.5
2026-07-06,KSA,YT,444559,6,299285,149141,4742,151763.0,0.412
2026-07-06,KSA,X,249471,4,239181,108042,2041,93407.0,0.413
2026-07-06,KSA,Facebook,343091,9,278488,130089,2560,102288.0,0.488
2026-07-13,KSA,instagram,770330,6,566315,335939,11810,269334.0,0.466
2026-07-13,KSA,TikTok,669455,9,655834,295481,17738,214339.0,0.44
2026-07-13,KSA,YT,447776,9,298307,160699,5077,129568.0,0.415
2026-07-13,KSA,X,250524,11,205296,89379,1623,58961.0,0.47
2026-07-13,KSA,facebook,348358,7,273980,127323,2377,92231.0,0.438
2026-07-20,KSA,Instagram,771252,11,621473,343081,13972,230608.0,0.434
2026-07-20,KSA,TikTok,671351,9,597001,253055,17361,177165.0,0.45
2026-07-20,KSA,YouTube,446096,11,370094,193127,6587,166993.0,0.409
2026-07-20,KSA,X,245553,9,146783,89692,1715,55730.0,0.434
2026-07-20,KSA,facebook,346870,11,316848,147248,3509,131792.0,0.41
2026-07-27,KSA,IG,771199,8,476485,291107,12429,178284.0,0.461
2026-07-27,KSA,TikTok,667060,7,391425,212138,14748,131051.0,0.492
2026-07-27,KSA,youtube,446030,6,354245,161554,5187,152010.0,0.394
2026-07-27,KSA,X,249630,11,242860,116470,1956,123615.0,0.393
2026-07-27,KSA,Facebook,348482,10,254969,135604,2858,86107.0,0.379
2025-08-04,Egypt,instagram,513928,8,281334,127149,5159,122090.0,0.435
2025-08-04,Egypt,tiktok,450366,11,259954,108859,6668,120753.0,0.376
2025-08-04,Egypt,YT,301188,4,167934,72401,2275,84973.0,0.381
2025-08-04,Egypt,Twitter,167906,10,88573,40110,611,37221.0,0.409
2025-08-04,Egypt,FB,232439,5,96729,54785,1294,38975.0,0.374
2025-08-11,Egypt,IG,520046,8,301672,165474,5941,103271.0,0.424
2025-08-11,Egypt,tiktok,453117,5,237146,109245,6898,72554.0,0.413
2025-08-11,Egypt,YT,299095,4,158333,84080,2528,55462.0,0.392
2025-08-11,Egypt,Twitter,167039,11,116867,49238,811,32939.0,0.402
2025-08-11,Egypt,facebook,235158,4,158933,75230,1527,63281.0,0.379
2025-08-18,Egypt,instagram,519320,10,294440,170450,7340,140810.0,0.411
2025-08-18,Egypt,TikTok,455165,5,340101,143598,9737,133267.0,0.427
2025-08-18,Egypt,youtube,302619,5,136942,68366,2251,66920.0,0.404
2025-08-18,Egypt,X,168210,9,95811,46630,755,48608.0,0.358
2025-08-18,Egypt,facebook,235062,11,143454,65625,1395,70058.0,0.336
2025-08-25,Egypt,IG,524755,10,343162,170889,7072,138855.0,0.446
2025-08-25,Egypt,tiktok,456330,7,306142,140042,9821,,0.427
2025-08-25,Egypt,youtube,302920,7,207261,106316,3006,62018.0,0.475
2025-08-25,Egypt,Twitter,168700,7,82434,47832,894,32585.0,0.426
2025-08-25,Egypt,Facebook,236487,6,112240,64660,1350,50852.0,0.392
2025-09-01,Egypt,instagram,525312,8,223128,132241,6558,107381.0,0.381
2025-09-01,Egypt,tiktok,456775,10,253845,127195,9077,84121.0,0.352
2025-09-01,Egypt,YT,305303,6,145940,79719,2356,66546.0,0.393
2025-09-01,Egypt,X,170184,6,85850,37550,646,24794.0,0.381
2025-09-01,Egypt,FB,237670,5,87477,54548,1275,42376.0,0.436
2025-09-08,Egypt,IG,529208,6,280043,118099,4707,79265.0,0.369
2025-09-08,Egypt,tiktok,463011,6,224132,109235,6939,72858.0,0.402
2025-09-08,Egypt,YT,308278,4,195839,82225,2827,93896.0,0.455
2025-09-08,Egypt,X,170516,7,77959,34878,507,,0.432
2025-09-08,Egypt,facebook,238527,8,152802,64502,1501,67862.0,0.414
2025-09-15,Egypt,IG,532225,7,381444,162608,7140,127297.0,0.427
2025-09-15,Egypt,TikTok,461065,6,226320,115056,7303,64727.0,0.446
2025-09-15,Egypt,YouTube,311659,8,137750,79399,2360,58869.0,0.458
2025-09-15,Egypt,X (Twitter),171357,4,83445,45251,724,35105.0,0.421
2025-09-15,Egypt,Facebook,240084,10,101673,50343,1021,49481.0,0.457
2025-09-22,Egypt,IG,537366,4,320062,135075,5040,99454.0,0.416
2025-09-22,Egypt,Tik Tok,466997,9,267411,116206,7156,105771.0,0.374
2025-09-22,Egypt,youtube,309362,6,174192,83443,2383,79356.0,0.396
2025-09-22,Egypt,Twitter,172905,8,81928,42557,623,30043.0,0.344
2025-09-22,Egypt,facebook,241387,5,176722,79352,1632,75945.0,0.455
2025-09-29,Egypt,instagram,536437,10,288350,132275,5525,115751.0,0.434
2025-09-29,Egypt,tiktok,469482,7,186028,104216,7014,79283.0,0.429
2025-09-29,Egypt,YouTube,310713,8,193184,86774,2631,71154.0,0.398
2025-09-29,Egypt,X,171547,4,111209,51061,874,40814.0,0.367
2025-09-29,Egypt,facebook,242952,8,106309,57176,1308,41172.0,0.46
2025-10-06,Egypt,Instagram,541054,4,231933,131242,4953,68242.0,0.475
2025-10-06,Egypt,tiktok,465295,10,298323,141276,10386,150800.0,0.413
2025-10-06,Egypt,youtube,313182,8,123088,72866,2209,39046.0,0.423
2025-10-06,Egypt,X (Twitter),174068,7,80917,49069,870,24344.0,0.429
2025-10-06,Egypt,FB,242618,10,193186,84171,1909,98742.0,0.34
2025-10-13,Egypt,IG,538830,10,289614,150610,6431,92467.0,0.408
2025-10-13,Egypt,TikTok,472844,4,272490,116608,7574,93690.0,0.454
2025-10-13,Egypt,YT,316591,11,186543,98690,2833,53113.0,0.385
2025-10-13,Egypt,Twitter,174179,8,90354,45165,802,26317.0,0.432
2025-10-13,Egypt,facebook,243535,6,117484,67622,1579,59336.0,0.427
2025-10-20,Egypt,Instagram,544910,4,293775,176220,7672,132723.0,0.457
2025-10-20,Egypt,tiktok,471303,11,248563,109530,7561,79517.0,0.426
2025-10-20,Egypt,youtube,318025,11,188352,98876,3021,92789.0,0.433
2025-10-20,Egypt,Twitter,176381,8,96634,47363,736,48104.0,0.415
2025-10-20,Egypt,FB,244564,8,133847,72365,1974,53104.0,0.469
2025-10-27,Egypt,instagram,543299,4,362070,187535,7593,158798.0,0.459
2025-10-27,Egypt,Tik Tok,475498,7,278676,121780,7699,81013.0,0.417
2025-10-27,Egypt,YouTube,317160,11,118631,71938,2047,43516.0,0.45
2025-10-27,Egypt,X,176418,10,73684,38014,636,22726.0,0.414
2025-10-27,Egypt,facebook,248277,5,100607,49905,1088,34992.0,0.446
2025-11-03,Egypt,Instagram,546212,4,230514,127124,5108,103209.0,0.402
2025-11-03,Egypt,TikTok,478103,6,338891,153006,9256,95965.0,0.402
2025-11-03,Egypt,YT,318316,5,147352,73504,2348,55528.0,0.458
2025-11-03,Egypt,X,176621,5,129675,57176,982,61953.0,0.377
2025-11-03,Egypt,facebook,247150,9,160996,69220,1212,46715.0,0.401
2025-11-10,Egypt,IG,549499,6,361215,169002,5670,137371.0,0.362
2025-11-10,Egypt,Tik Tok,479017,9,254201,121098,6723,116206.0,0.422
2025-11-10,Egypt,YT,319554,5,175436,85481,2257,66257.0,0.377
2025-11-10,Egypt,X (Twitter),177026,9,67512,40751,701,27825.0,0.458
2025-11-10,Egypt,Facebook,248212,10,174848,78628,2019,83364.0,0.419
2025-11-17,Egypt,Instagram,552054,11,332353,179771,7140,118853.0,0.427
2025-11-17,Egypt,tiktok,479606,9,415996,191874,11607,123758.0,0.388
2025-11-17,Egypt,youtube,319532,6,210778,117921,3137,107634.0,0.375
2025-11-17,Egypt,Twitter,178272,6,144499,61810,1052,65066.0,0.41
2025-11-17,Egypt,facebook,249348,9,179652,97504,2288,86185.0,0.4
2025-11-24,Egypt,IG,554702,7,318972,194078,7310,144305.0,0.46
2025-11-24,Egypt,Tik Tok,481042,6,539210,230101,15136,229850.0,0.417
2025-11-24,Egypt,youtube,321867,6,225834,107604,3173,92461.0,0.476
2025-11-24,Egypt,X (Twitter),178026,11,127189,70730,1149,39135.0,0.4
2025-11-24,Egypt,FB,251400,4,241420,114410,2533,86275.0,0.342
2025-12-01,Egypt,Instagram,561163,10,297505,168617,8188,98322.0,0.468
2025-12-01,Egypt,Tik Tok,486539,6,356865,154506,10305,122455.0,0.36
2025-12-01,Egypt,YT,325758,11,216419,115878,3302,110831.0,0.395
2025-12-01,Egypt,X,180088,9,116110,52823,838,49291.0,0.471
2025-12-01,Egypt,FB,251635,8,193304,85248,1838,60296.0,0.363
2025-12-08,Egypt,IG,556746,10,337762,170544,5820,107251.0,0.45
2025-12-08,Egypt,Tik Tok,490046,8,312633,170174,13110,114027.0,0.347
2025-12-08,Egypt,youtube,327730,5,169024,84647,2529,58472.0,0.458
2025-12-08,Egypt,X,182137,10,88042,43514,521,29538.0,0.435
2025-12-08,Egypt,facebook,254046,8,131768,70935,1473,61796.0,0.414
2025-12-15,Egypt,instagram,560637,7,434247,185526,7998,176016.0,0.435
2025-12-15,Egypt,tiktok,488854,9,224491,134106,8813,,0.35
2025-12-15,Egypt,youtube,326079,5,190045,107519,2778,98061.0,0.373
2025-12-15,Egypt,X (Twitter),181357,7,115889,56023,1014,44311.0,0.452
2025-12-15,Egypt,facebook,255090,6,188091,86524,1702,60930.0,0.411
2025-12-22,Egypt,instagram,570296,4,371544,168981,7347,156889.0,0.396
2025-12-22,Egypt,Tik Tok,493057,7,304134,165640,10200,114364.0,0.378
2025-12-22,Egypt,YT,327811,11,186752,91203,2587,96115.0,0.492
2025-12-22,Egypt,Twitter,182629,9,124364,63566,1141,61407.0,0.437
2025-12-22,Egypt,Facebook,256754,7,231315,98798,2164,89836.0,0.421
2025-12-29,Egypt,instagram,567604,10,342013,150536,6986,97573.0,0.444
2025-12-29,Egypt,tiktok,494698,11,301390,132639,10690,97835.0,0.41
2025-12-29,Egypt,YouTube,331104,9,208084,90058,2796,79470.0,0.437
2025-12-29,Egypt,X (Twitter),182725,9,100297,50187,883,39351.0,0.415
2025-12-29,Egypt,Facebook,256462,11,124538,70927,1772,,0.423
2026-01-05,Egypt,IG,565050,4,317212,154335,6593,114557.0,0.456
2026-01-05,Egypt,TikTok,497220,10,234563,109862,7373,102877.0,0.408
2026-01-05,Egypt,YouTube,329013,9,171213,92660,2574,71856.0,0.421
2026-01-05,Egypt,X,184590,10,113372,54003,855,54331.0,0.467
2026-01-05,Egypt,Facebook,257599,4,126567,57956,1205,58220.0,0.476
2026-01-12,Egypt,instagram,571646,10,282402,137508,5454,121516.0,0.474
2026-01-12,Egypt,TikTok,500064,4,261378,126081,8250,94036.0,0.461
2026-01-12,Egypt,YT,331575,5,164540,79651,2469,55269.0,0.4
2026-01-12,Egypt,X (Twitter),184165,7,101859,60474,989,48266.0,0.41
2026-01-12,Egypt,facebook,258672,10,173737,84395,1938,56803.0,0.438
2026-01-19,Egypt,instagram,569547,4,309369,130022,6701,146559.0,0.435
2026-01-19,Egypt,tiktok,502115,9,209190,96172,6774,67673.0,0.429
2026-01-19,Egypt,YouTube,336593,9,186099,93124,2939,91285.0,0.421
2026-01-19,Egypt,X,184767,5,107557,49835,846,,0.384
2026-01-19,Egypt,FB,258685,5,113288,70363,1404,33449.0,0.456
2026-01-26,Egypt,instagram,579416,5,285616,150736,6572,102436.0,0.424
2026-01-26,Egypt,tiktok,504456,9,282546,127564,8299,92659.0,0.394
2026-01-26,Egypt,YouTube,336010,6,170262,79948,2377,74983.0,0.42
2026-01-26,Egypt,X (Twitter),186433,6,80317,42128,744,35853.0,0.419
2026-01-26,Egypt,Facebook,261321,5,159034,68297,1230,65269.0,0.451
2026-02-02,Egypt,Instagram,580800,7,351397,160415,6968,,0.429
2026-02-02,Egypt,Tik Tok,508104,7,268156,123876,8339,134419.0,0.441
2026-02-02,Egypt,YT,338185,9,181209,87357,2685,57286.0,0.463
2026-02-02,Egypt,Twitter,185509,7,101610,47541,920,35555.0,0.398
2026-02-02,Egypt,facebook,262429,6,162748,69365,1424,68202.0,0.487
2026-02-09,Egypt,IG,585407,8,221650,108334,4727,86019.0,0.344
2026-02-09,Egypt,tiktok,505121,4,294034,129032,8628,102610.0,0.427
2026-02-09,Egypt,YouTube,339042,7,169475,93602,2715,47542.0,0.476
2026-02-09,Egypt,X (Twitter),187790,10,88047,39096,663,26353.0,0.392
2026-02-09,Egypt,FB,264317,10,85084,50768,976,28562.0,0.46
2026-02-16,Egypt,Instagram,583018,5,178276,105617,4801,73442.0,0.414
2026-02-16,Egypt,tiktok,509650,5,156416,90604,6343,81310.0,0.478
2026-02-16,Egypt,youtube,339802,5,106211,60026,1686,31835.0,0.384
2026-02-16,Egypt,X (Twitter),188909,10,66293,32533,555,25174.0,0.372
2026-02-16,Egypt,facebook,263762,5,113489,58393,1349,41227.0,0.413
2026-02-23,Egypt,Instagram,585112,7,260200,122140,4877,123246.0,0.389
2026-02-23,Egypt,TikTok,512064,4,211597,103530,6575,78883.0,0.427
2026-02-23,Egypt,youtube,340450,4,160518,100145,3201,73815.0,0.421
2026-02-23,Egypt,Twitter,188858,6,118611,57148,1119,46820.0,0.464
2026-02-23,Egypt,Facebook,265250,11,115254,58453,1377,41410.0,0.463
2026-03-02,Egypt,IG,592549,10,298351,167345,9277,138320.0,0.445
2026-03-02,Egypt,tiktok,508462,4,252212,154189,14974,120129.0,0.364
2026-03-02,Egypt,YT,342643,7,247790,112137,4405,110347.0,0.461
2026-03-02,Egypt,Twitter,190947,9,176643,78614,1834,86690.0,0.446
2026-03-02,Egypt,FB,264248,7,161377,86614,2513,68919.0,0.46
2026-03-09,Egypt,instagram,594510,9,404788,204964,12095,133894.0,0.158
2026-03-09,Egypt,Tik Tok,510795,4,440636,185713,13155,174304.0,0.136
2026-03-09,Egypt,YT,342727,5,181835,103192,3705,69875.0,0.08
2026-03-09,Egypt,Twitter,190309,4,112257,63121,1671,44188.0,0.103
2026-03-09,Egypt,Facebook,266082,11,177234,80703,2712,58968.0,0.138
2026-03-16,Egypt,IG,590607,5,468084,199209,11640,166856.0,0.107
2026-03-16,Egypt,TikTok,515333,4,330693,161448,12649,101650.0,0.112
2026-03-16,Egypt,YT,344804,8,162119,80540,3107,71746.0,0.111
2026-03-16,Egypt,Twitter,191681,8,123892,61294,1462,40105.0,0.156
2026-03-16,Egypt,Facebook,267192,5,208983,88863,2504,103675.0,0.158
2026-03-23,Egypt,IG,594157,9,359412,164239,10809,101133.0,0.404
2026-03-23,Egypt,TikTok,512112,7,211134,126058,10097,72066.0,0.414
2026-03-23,Egypt,YouTube,343520,9,206261,110861,4470,71202.0,0.432
2026-03-23,Egypt,X (Twitter),190990,8,135236,62323,1306,40901.0,0.371
2026-03-23,Egypt,Facebook,266864,4,173339,86236,2460,57212.0,0.483
2026-03-30,Egypt,IG,597566,4,292274,172648,6801,92187.0,0.449
2026-03-30,Egypt,Tik Tok,518523,8,211252,112012,7227,69950.0,0.438
2026-03-30,Egypt,YT,347162,6,185653,94971,3079,87555.0,0.486
2026-03-30,Egypt,X (Twitter),192721,11,95397,52669,886,36502.0,0.423
2026-03-30,Egypt,facebook,269439,7,101882,56130,1339,29945.0,0.383
2026-04-06,Egypt,Instagram,596434,6,213701,123686,4665,63387.0,0.369
2026-04-06,Egypt,TikTok,520618,9,262797,143417,10450,93568.0,0.415
2026-04-06,Egypt,youtube,347815,9,166694,98585,2626,52719.0,0.387
2026-04-06,Egypt,X (Twitter),193140,9,109512,58829,1015,45957.0,0.393
2026-04-06,Egypt,Facebook,269289,5,123110,68311,1880,38385.0,0.38
2026-04-13,Egypt,instagram,600451,8,220885,124630,6119,76655.0,0.399
2026-04-13,Egypt,TikTok,525342,4,320441,140874,8620,94614.0,0.406
2026-04-13,Egypt,YouTube,348662,5,208577,109945,2725,83167.0,0.403
2026-04-13,Egypt,X (Twitter),194964,6,101667,44460,735,37198.0,0.4
2026-04-13,Egypt,Facebook,270998,4,128283,63582,1345,58802.0,0.393
2026-04-20,Egypt,Instagram,603273,5,265234,146959,6102,120562.0,0.365
2026-04-20,Egypt,tiktok,522269,10,293969,122488,8662,108531.0,0.419
2026-04-20,Egypt,youtube,350228,11,132420,74368,2027,60788.0,0.407
2026-04-20,Egypt,Twitter,194188,8,73586,45087,785,22068.0,0.389
2026-04-20,Egypt,FB,271252,11,138803,65623,1643,40893.0,0.381
2026-04-27,Egypt,instagram,607119,10,343057,146237,6093,131663.0,0.43
2026-04-27,Egypt,Tik Tok,527761,9,369551,160008,11658,118172.0,0.409
2026-04-27,Egypt,YT,351808,6,140982,78464,2001,66178.0,0.442
2026-04-27,Egypt,X (Twitter),197336,9,83115,46401,643,40669.0,0.377
2026-04-27,Egypt,facebook,272954,6,146098,70520,1694,52563.0,0.385
2026-05-04,Egypt,IG,604829,7,215949,133051,5599,104620.0,0.406
2026-05-04,Egypt,tiktok,530454,5,318897,154987,8513,156842.0,0.373
2026-05-04,Egypt,YouTube,354586,10,159141,89894,2479,78203.0,0.452
2026-05-04,Egypt,Twitter,196591,9,107276,45963,687,36971.0,0.439
2026-05-04,Egypt,Facebook,273969,6,196107,82056,1820,88047.0,0.398
2026-05-11,Egypt,IG,611052,6,291891,150584,6096,114761.0,0.456
2026-05-11,Egypt,TikTok,526747,7,266764,130012,8592,75411.0,0.352
2026-05-11,Egypt,YouTube,356752,11,183825,87736,2727,87747.0,0.443
