week,market,product,influencer,followers,engagement_rate,spend_aed,conversions,sales_aed,cpa_aed,roas
6,SEPAK,Galaxy Buds3,Influencer_19,"262,796",2.59,"2,874",7,"2,179",410.57,0.76
6,SEPAK,Galaxy Watch6,Influencer_20,"546,659",4.71,"2,269",26,"10,408",87.27,4.59
7,SGE,Galaxy Z Fold8,Influencer_3,"208,902",3.03,"3,743",6,"1,366",623.83,0.36
7,SGE,Galaxy Z Flip8,Influencer_3,"370,715",4.93,"5,540",17,"8,253",325.88,1.49
7,SGE,Galaxy S24,Influencer_2,"943,588",5.52,"3,842",32,"9,538",120.06,2.48
7,SGE,Galaxy Tab S10,Influencer_3,"819,682",4.41,"4,261",54,"18,194",78.91,4.27
7,SGE,Galaxy Buds3,Influencer_1,"607,923",4.46,"4,907",18,"7,142",272.61,1.46
7,SGE,Galaxy Watch6,Influencer_2,"960,548",2.56,"4,646",32,"14,015",145.19,3.02
7,SESAR,Galaxy Z Fold8,Influencer_21,"696,427",4.23,"3,759",36,"10,879",104.42,2.89
7,SESAR,Galaxy Z Flip8,Influencer_4,"283,532",5.34,"3,748",21,"9,682",178.48,2.58
7,SESAR,Galaxy S24,Influencer_5,"774,162",3.33,"3,260",18,"7,201",181.11,2.21
7,SESAR,Galaxy Tab S10,Influencer_5,"597,121",4.81,"4,286",22,"8,776",194.82,2.05
7,SESAR,Galaxy Buds3,Influencer_5,"747,386",3.39,"2,856",19,"7,552",150.32,2.64
7,SESAR,Galaxy Watch6,Influencer_5,"789,756",2.56,"1,812",12,"5,625",151,3.10
7,SETK,Galaxy Z Fold8,Influencer_6,"200,097",3.99,"2,782",11,"4,685",252.91,1.68
7,SETK,Galaxy Z Flip8,Influencer_24,"910,034",4.36,"3,726",55,"26,132",67.75,7.01
7,SETK,Galaxy S24,Influencer_7,"555,584",4.34,"1,788",18,"5,393",99.33,3.02
7,SETK,Galaxy Tab S10,Influencer_7,"728,503",4.76,"4,352",27,"6,690",161.19,1.54
7,SETK,Galaxy Buds3,Influencer_6,"831,350",5.50,"5,395",43,"13,180",125.47,2.44
7,SETK,Galaxy Watch6,Influencer_7,"586,144",5.03,"4,712",30,"7,924",157.07,1.68
7,SELV,Galaxy Z Fold8,Influencer_8,"556,441",2.63,"4,744",16,"7,967",296.50,1.68
7,SELV,Galaxy Z Flip8,Influencer_8,"749,950",5.62,"1,697",59,"15,494",28.76,9.13
7,SELV,Galaxy S24,Influencer_9,"426,057",4.62,"3,928",12,"3,264",327.33,0.83
7,SELV,Galaxy Tab S10,Influencer_10,"573,078",2.68,"3,586",15,"3,825",239.07,1.07
7,SELV,Galaxy Buds3,Influencer_8,"373,645",3.91,"6,514",17,"6,581",383.18,1.01
7,SELV,Galaxy Watch6,Influencer_8,"323,434",4.10,"3,531",19,"3,973",185.84,1.13
7,SEMAG,Galaxy Z Fold8,Influencer_22,"904,655",5.41,"1,781",61,"26,972",29.20,15.14
7,SEMAG,Galaxy Z Flip8,Influencer_22,"675,148",3.93,"1,891",36,"12,835",52.53,6.79
7,SEMAG,Galaxy S24,Influencer_12,"575,263",5,"1,870",20,"9,494",93.50,5.08
7,SEMAG,Galaxy Tab S10,Influencer_12,"976,907",5.27,"3,598",52,"24,676",69.19,6.86
7,SEMAG,Galaxy Buds3,Influencer_22,"216,212",3.78,"1,923",7,"1,701",274.71,0.88
7,SEMAG,Galaxy Watch6,Influencer_11,"827,282",5.01,"2,147",41,"11,789",52.37,5.49
7,SEEG,Galaxy Z Fold8,Influencer_15,"986,185",2.63,"3,720",26,"10,516",143.08,2.83
7,SEEG,Galaxy Z Flip8,Influencer_15,"372,408",3.41,"3,872",14,"4,177",276.57,1.08
7,SEEG,Galaxy S24,Influencer_13,"549,820",4.54,"2,341",32,"7,225",73.16,3.09
7,SEEG,Galaxy Tab S10,Influencer_13,"752,372",4.45,"4,176",28,"6,967",149.14,1.67
7,SEEG,Galaxy Buds3,Influencer_14,"337,497",4.75,"6,590",22,"9,858",299.55,1.50
7,SEEG,Galaxy Watch6,Influencer_13,"340,221",3.17,"1,581",6,"2,291",263.50,1.45
7,SEIL,Galaxy Z Fold8,Influencer_18,"876,772",4.14,"1,846",34,"8,993",54.29,4.87
7,SEIL,Galaxy Z Flip8,Influencer_17,"840,903",5,"2,075",28,"9,353",74.11,4.51
7,SEIL,Galaxy S24,Influencer_17,"899,764",4.30,"2,368",28,"10,093",84.57,4.26
7,SEIL,Galaxy Tab S10,Influencer_18,"323,815",5.53,"4,586",26,"8,398",176.38,1.83
7,SEIL,Galaxy Buds3,Influencer_16,"897,222",3.64,"3,230",21,"6,006",153.81,1.86
7,SEIL,Galaxy Watch6,Influencer_16,"849,513",2.72,"4,666",28,"6,317",166.64,1.35
7,SEPAK,Galaxy Z Fold8,Influencer_23,"227,939",5.32,"3,613",15,"5,492",240.87,1.52
7,SEPAK,Galaxy Z Flip8,Influencer_20,"466,087",4.24,"1,869",12,"2,419",155.75,1.29
7,SEPAK,Galaxy S24,Influencer_20,"930,268",3.44,"1,209",26,"10,408",46.50,8.61
7,SEPAK,Galaxy Tab S10,Influencer_20,"476,943",3.08,"2,611",19,"9,247",137.42,3.54
7,SEPAK,Galaxy Buds3,Influencer_19,"747,300",4.30,"2,944",34,"11,291",86.59,3.84
7,SEPAK,Galaxy Watch6,Influencer_19,"778,654",4.75,"1,780",36,"14,481",49.44,8.14
8,SGE,Galaxy Z Fold8,Influencer_2,"758,580",4.94,"2,797",41,"19,028",68.22,6.80
8,SGE,Galaxy Z Flip8,Influencer_3,"268,507",5.20,"2,321",16,"6,053",145.06,2.61
8,SGE,Galaxy S24,Influencer_2,"915,932",5.05,"2,794",61,"22,042",45.80,7.89
8,SGE,Galaxy Tab S10,Influencer_2,"470,625",5.30,"3,520",32,"14,601",110,4.15
8,SGE,Galaxy Buds3,Influencer_2,"665,660",5.76,"1,788",54,"15,225",33.11,8.52
8,SGE,Galaxy Watch6,Influencer_3,"966,479",5.92,"4,938",82,"34,442",60.22,6.97
8,SESAR,Galaxy Z Fold8,Influencer_5,"902,573",5.84,"2,571",40,"8,641",64.28,3.36
8,SESAR,Galaxy Z Flip8,Influencer_4,"308,216",3.03,"1,961",13,"5,172",150.85,2.64
8,SESAR,Galaxy S24,Influencer_4,"872,676",2.98,"2,789",21,"9,658",132.81,3.46
8,SESAR,Galaxy Tab S10,Influencer_4,"795,033",4.48,"3,159",23,"8,787",137.35,2.78
8,SESAR,Galaxy Buds3,Influencer_4,"344,671",4.21,"3,077",15,"6,528",205.13,2.12
8,SESAR,Galaxy Watch6,Influencer_21,"727,537",3.07,"3,793",24,"11,189",158.04,2.95
8,SETK,Galaxy Z Fold8,Influencer_6,"933,087",3.53,"4,579",37,"16,251",123.76,3.55
8,SETK,Galaxy Z Flip8,Influencer_6,"514,127",5.76,"3,382",20,"5,821",169.10,1.72
8,SETK,Galaxy S24,Influencer_7,"530,434",5.36,"2,467",34,"7,648",72.56,3.10
8,SETK,Galaxy Tab S10,Influencer_7,"203,150",3.47,"1,915",10,"4,634",191.50,2.42
8,SETK,Galaxy Buds3,Influencer_7,"611,702",4.22,"2,891",32,"14,526",90.34,5.02
8,SETK,Galaxy Watch6,Influencer_24,"769,408",4.08,"3,625",42,"9,505",86.31,2.62
8,SELV,Galaxy Z Fold8,Influencer_8,"693,297",3.09,"4,761",12,"4,401",396.75,0.92
8,SELV,Galaxy Z Flip8,Influencer_8,"857,774",5.07,"2,224",23,"6,034",96.70,2.71
8,SELV,Galaxy S24,Influencer_8,"767,502",5.37,"1,950",46,"14,607",42.39,7.49
8,SELV,Galaxy Tab S10,Influencer_8,"560,209",5.79,"4,149",38,"10,638",109.18,2.56
8,SELV,Galaxy Buds3,Influencer_10,"620,873",4.55,"4,896",36,"10,097",136,2.06
8,SELV,Galaxy Watch6,Influencer_8,"770,909",4.54,"2,766",45,"11,125",61.47,4.02
8,SEMAG,Galaxy Z Fold8,Influencer_12,"915,095",3.63,"1,930",23,"4,623",83.91,2.40
8,SEMAG,Galaxy Z Flip8,Influencer_11,"569,359",5.40,"3,570",36,"17,023",99.17,4.77
8,SEMAG,Galaxy S24,Influencer_11,"655,859",5.73,"3,927",28,"12,820",140.25,3.26
8,SEMAG,Galaxy Tab S10,Influencer_12,"440,244",5.50,"2,335",30,"11,878",77.83,5.09
8,SEMAG,Galaxy Buds3,Influencer_11,"893,771",2.81,"2,345",14,"3,647",167.50,1.56
8,SEMAG,Galaxy Watch6,Influencer_12,"709,911",5.33,"2,222",56,"20,659",39.68,9.30
8,SEEG,Galaxy Z Fold8,Influencer_15,"907,181",3.22,"2,454",21,"4,693",116.86,1.91
8,SEEG,Galaxy Z Flip8,Influencer_14,"208,363",5.99,"4,151",13,"3,103",319.31,0.75
8,SEEG,Galaxy S24,Influencer_14,"471,974",4.94,"2,811",20,"4,507",140.55,1.60
8,SEEG,Galaxy Tab S10,Influencer_14,"369,855",5.35,"3,596",28,"9,145",128.43,2.54
8,SEEG,Galaxy Buds3,Influencer_13,"510,383",4.10,"4,296",22,"9,293",195.27,2.16
8,SEEG,Galaxy Watch6,Influencer_14,"395,356",2.85,"1,661",6,"1,284",276.83,0.77
8,SEIL,Galaxy Z Fold8,Influencer_18,"412,186",5.92,"2,840",19,"8,800",149.47,3.10
8,SEIL,Galaxy Z Flip8,Influencer_17,"428,973",2.65,"4,118",9,"3,845",457.56,0.93
8,SEIL,Galaxy S24,Influencer_16,"261,328",3.86,"2,888",12,"5,413",240.67,1.87
8,SEIL,Galaxy Tab S10,Influencer_16,"368,698",4.30,"2,430",9,"3,283",270,1.35
8,SEIL,Galaxy Buds3,Influencer_18,"730,221",3.68,"2,065",37,"18,094",55.81,8.76
8,SEIL,Galaxy Watch6,Influencer_17,"807,707",5.49,"4,340",33,"13,458",131.52,3.10
8,SEPAK,Galaxy Z Fold8,Influencer_20,"728,553",5.46,"1,568",36,"9,819",43.56,6.26
8,SEPAK,Galaxy Z Flip8,Influencer_23,"780,210",3.72,"1,974",14,"6,686",141,3.39
8,SEPAK,Galaxy S24,Influencer_19,"592,403",3.08,"1,326",16,"6,979",82.88,5.26
8,SEPAK,Galaxy Tab S10,Influencer_20,"350,141",4.72,"2,717",16,"5,242",169.81,1.93
8,SEPAK,Galaxy Buds3,Influencer_23,"271,982",4.91,"1,984",17,"6,057",116.71,3.05
8,SEPAK,Galaxy Watch6,Influencer_19,"558,041",2.68,"3,124",16,"6,993",195.25,2.24
