week,market,product,spend_aed,conversions,sales_aed,impressions,channels_active,roas,aov_aed,cpa_aed
6,SGE,Galaxy Buds3,"69,632","3,526","1,302,360","1,362,004",8,18.70,369.36,19.75
6,SGE,Galaxy S24,"60,681","1,617","659,287","708,614",8,10.86,407.72,37.53
6,SGE,Galaxy Tab S10,"106,258","2,641","1,086,370","846,122",8,10.22,411.35,40.23
6,SGE,Galaxy Watch6,"79,706","2,480","866,692","963,407",8,10.87,349.47,32.14
6,SGE,Galaxy Z Flip8,"55,980","1,757","613,802","568,829",8,10.96,349.35,31.86
6,SGE,Galaxy Z Fold8,"50,487","2,397","997,620","948,172",8,19.76,416.20,21.06
7,SEEG,Galaxy Buds3,"63,141","1,715","676,752","722,058",6,10.72,394.61,36.82
7,SEEG,Galaxy S24,"42,648","1,333","515,535","653,154",6,12.09,386.75,31.99
7,SEEG,Galaxy Tab S10,"53,694","1,509","560,158","702,182",6,10.43,371.21,35.58
7,SEEG,Galaxy Watch6,"37,793","1,134","468,094","515,062",6,12.39,412.78,33.33
7,SEEG,Galaxy Z Flip8,"50,978","1,678","496,398","659,782",6,9.74,295.83,30.38
7,SEEG,Galaxy Z Fold8,"52,080","1,955","625,325","666,127",6,12.01,319.86,26.64
7,SEIL,Galaxy Buds3,"71,232","2,385","856,411","1,257,977",6,12.02,359.08,29.87
7,SEIL,Galaxy S24,"44,584","1,168","312,622","701,232",6,7.01,267.66,38.17
7,SEIL,Galaxy Tab S10,"45,713","1,413","556,738","582,687",6,12.18,394.01,32.35
7,SEIL,Galaxy Watch6,"50,065","1,672","594,163","470,711",6,11.87,355.36,29.94
7,SEIL,Galaxy Z Flip8,"52,414","1,810","530,399","726,384",6,10.12,293.04,28.96
7,SEIL,Galaxy Z Fold8,"60,673","1,503","555,481","676,177",6,9.16,369.58,40.37
7,SELV,Galaxy Buds3,"93,471","2,429","899,310","1,112,656",6,9.62,370.24,38.48
7,SELV,Galaxy S24,"47,607","1,377","487,701","739,713",6,10.24,354.18,34.57
7,SELV,Galaxy Tab S10,"55,921","1,416","402,809","743,678",6,7.20,284.47,39.49
7,SELV,Galaxy Watch6,"57,011","2,044","884,717","851,330",6,15.52,432.84,27.89
7,SELV,Galaxy Z Flip8,"62,864","2,349","946,516","854,784",6,15.06,402.94,26.76
7,SELV,Galaxy Z Fold8,"58,036","1,672","539,225","714,172",6,9.29,322.50,34.71
7,SEMAG,Galaxy Buds3,"53,551","1,708","681,573","765,265",6,12.73,399.05,31.35
7,SEMAG,Galaxy S24,"38,540",915,"249,868","381,469",6,6.48,273.08,42.12
7,SEMAG,Galaxy Tab S10,"50,443","1,129","420,393","494,918",6,8.33,372.36,44.68
7,SEMAG,Galaxy Watch6,"39,536","1,643","584,571","673,960",6,14.79,355.79,24.06
7,SEMAG,Galaxy Z Flip8,"30,232","1,254","378,509","443,864",6,12.52,301.84,24.11
7,SEMAG,Galaxy Z Fold8,"38,339","1,222","345,350","430,072",6,9.01,282.61,31.37
7,SEPAK,Galaxy Buds3,"53,375","2,767","1,004,141","794,627",6,18.81,362.90,19.29
7,SEPAK,Galaxy S24,"46,587","1,653","643,314","428,328",6,13.81,389.18,28.18
7,SEPAK,Galaxy Tab S10,"47,735","1,357","588,440","551,158",6,12.33,433.63,35.18
7,SEPAK,Galaxy Watch6,"38,889","1,153","297,872","516,535",6,7.66,258.35,33.73
7,SEPAK,Galaxy Z Flip8,"39,269","1,216","308,398","435,694",6,7.85,253.62,32.29
7,SEPAK,Galaxy Z Fold8,"33,354",949,"247,922","482,867",6,7.43,261.25,35.15
7,SESAR,Galaxy Buds3,"65,904","2,984","989,680","871,099",6,15.02,331.66,22.09
7,SESAR,Galaxy S24,"61,145","1,367","490,969","648,203",6,8.03,359.16,44.73
7,SESAR,Galaxy Tab S10,"39,442","1,321","398,370","709,544",6,10.10,301.57,29.86
7,SESAR,Galaxy Watch6,"39,482","1,808","455,276","693,062",6,11.53,251.81,21.84
7,SESAR,Galaxy Z Flip8,"45,853","1,121","271,443","574,862",6,5.92,242.14,40.90
7,SESAR,Galaxy Z Fold8,"42,348","1,880","738,720","648,753",6,17.44,392.94,22.53
7,SETK,Galaxy Buds3,"83,311","1,635","537,301","734,613",6,6.45,328.62,50.95
7,SETK,Galaxy S24,"43,055","1,478","531,111","580,382",6,12.34,359.34,29.13
7,SETK,Galaxy Tab S10,"44,433","1,382","448,393","647,122",6,10.09,324.45,32.15
7,SETK,Galaxy Watch6,"51,108","1,463","608,600","653,853",6,11.91,415.99,34.93
7,SETK,Galaxy Z Flip8,"51,513","1,620","709,095","517,865",6,13.77,437.71,31.80
7,SETK,Galaxy Z Fold8,"55,944","1,093","328,955","392,839",6,5.88,300.97,51.18
7,SGE,Galaxy Buds3,"97,275","2,215","710,441","1,153,533",6,7.30,320.74,43.92
7,SGE,Galaxy S24,"65,001","1,156","439,440","695,144",6,6.76,380.14,56.23
7,SGE,Galaxy Tab S10,"52,424","1,949","545,313","714,840",6,10.40,279.79,26.90
7,SGE,Galaxy Watch6,"71,910","1,615","557,496","717,622",6,7.75,345.20,44.53
7,SGE,Galaxy Z Flip8,"47,955","1,351","463,052","687,571",6,9.66,342.75,35.50
7,SGE,Galaxy Z Fold8,"45,033","2,273","636,431","922,782",6,14.13,280.00,19.81
8,SEEG,Galaxy Buds3,"44,612","1,799","564,226","673,079",7,12.65,313.63,24.80
8,SEEG,Galaxy S24,"49,221","1,136","363,702","397,806",7,7.39,320.16,43.33
8,SEEG,Galaxy Tab S10,"38,653",798,"298,107","429,697",7,7.71,373.57,48.44
8,SEEG,Galaxy Watch6,"52,569","1,379","529,673","569,056",7,10.08,384.10,38.12
8,SEEG,Galaxy Z Flip8,"59,975","1,842","542,775","687,777",7,9.05,294.67,32.56
8,SEEG,Galaxy Z Fold8,"52,664","1,278","490,717","527,867",7,9.32,383.97,41.21
8,SEIL,Galaxy Buds3,"70,111","1,823","493,191","696,936",7,7.03,270.54,38.46
8,SEIL,Galaxy S24,"67,284","1,870","540,163","635,175",7,8.03,288.86,35.98
8,SEIL,Galaxy Tab S10,"56,893","1,541","680,969","605,895",7,11.97,441.90,36.92
8,SEIL,Galaxy Watch6,"50,595","1,538","433,315","609,315",7,8.56,281.74,32.90
8,SEIL,Galaxy Z Flip8,"55,598","1,030","338,943","642,485",7,6.10,329.07,53.98
8,SEIL,Galaxy Z Fold8,"67,671","1,735","646,217","617,773",7,9.55,372.46,39.00
8,SELV,Galaxy Buds3,"66,613","1,371","535,235","573,772",7,8.03,390.40,48.59
8,SELV,Galaxy S24,"61,151","1,876","680,620","679,024",7,11.13,362.80,32.60
8,SELV,Galaxy Tab S10,"52,610","1,437","357,105","526,143",7,6.79,248.51,36.61
8,SELV,Galaxy Watch6,"57,071","1,154","343,420","621,770",7,6.02,297.59,49.45
8,SELV,Galaxy Z Flip8,"45,348","1,180","364,231","691,748",7,8.03,308.67,38.43
8,SELV,Galaxy Z Fold8,"56,015","2,050","769,989","829,016",7,13.75,375.60,27.32
8,SEMAG,Galaxy Buds3,"44,544","1,277","525,853","454,409",7,11.81,411.79,34.88
8,SEMAG,Galaxy S24,"41,061","1,657","562,932","564,749",7,13.71,339.73,24.78
8,SEMAG,Galaxy Tab S10,"51,211","1,312","464,114","578,540",7,9.06,353.75,39.03
8,SEMAG,Galaxy Watch6,"46,124","1,559","497,552","644,868",7,10.79,319.15,29.59
8,SEMAG,Galaxy Z Flip8,"45,078","1,413","499,891","583,867",7,11.09,353.78,31.90
8,SEMAG,Galaxy Z Fold8,"51,273","1,089","302,385","438,657",7,5.90,277.67,47.08
8,SEPAK,Galaxy Buds3,"56,305",789,"226,373","418,683",7,4.02,286.91,71.36
8,SEPAK,Galaxy S24,"42,176",988,"371,905","426,534",7,8.82,376.42,42.69
8,SEPAK,Galaxy Tab S10,"51,308",830,"313,616","482,963",7,6.11,377.85,61.82
8,SEPAK,Galaxy Watch6,"49,490","1,364","541,144","600,456",7,10.93,396.73,36.28
8,SEPAK,Galaxy Z Flip8,"34,565","1,061","460,569","458,118",7,13.32,434.09,32.58
8,SEPAK,Galaxy Z Fold8,"55,199","1,209","370,065","536,523",7,6.70,306.09,45.66
8,SESAR,Galaxy Buds3,"60,707","1,325","411,988","704,031",7,6.79,310.93,45.82
8,SESAR,Galaxy S24,"50,523","1,296","482,340","696,249",7,9.55,372.18,38.98
8,SESAR,Galaxy Tab S10,"53,114","1,814","513,384","696,291",7,9.67,283.01,29.28
8,SESAR,Galaxy Watch6,"64,650","1,386","584,055","764,807",7,9.03,421.40,46.65
8,SESAR,Galaxy Z Flip8,"57,418","1,070","350,949","661,344",7,6.11,327.99,53.66
8,SESAR,Galaxy Z Fold8,"60,962","1,759","635,107","710,419",7,10.42,361.06,34.66
8,SETK,Galaxy Buds3,"39,359","1,159","347,006","522,017",7,8.82,299.40,33.96
8,SETK,Galaxy S24,"60,118","1,370","403,631","473,790",7,6.71,294.62,43.88
8,SETK,Galaxy Tab S10,"44,353","1,272","431,255","566,429",7,9.72,339.04,34.87
8,SETK,Galaxy Watch6,"36,089",971,"327,583","449,795",7,9.08,337.37,37.17
8,SETK,Galaxy Z Flip8,"49,172","1,587","468,509","512,023",7,9.53,295.22,30.98
8,SETK,Galaxy Z Fold8,"57,593","1,441","648,389","662,773",7,11.26,449.96,39.97
8,SGE,Galaxy Buds3,"69,704","1,819","690,964","575,035",7,9.91,379.86,38.32
8,SGE,Galaxy S24,"69,858","2,812","716,560","832,964",7,10.26,254.82,24.84
8,SGE,Galaxy Tab S10,"69,557","2,548","852,274","815,783",7,12.25,334.49,27.30
8,SGE,Galaxy Watch6,"59,087","1,278","365,516","785,385",7,6.19,286.01,46.23
8,SGE,Galaxy Z Flip8,"51,275","2,216","667,415","800,211",7,13.02,301.18,23.14
8,SGE,Galaxy Z Fold8,"68,619","1,673","588,153","566,349",7,8.57,351.56,41.02
