week,market,channel,spend_aed,impressions,clicks,conversions,sales_aed,tv_grp,engagement_rate,sessions,pr_mentions,pr_share_of_voice,products_active,media_type,channel_role,revenue_attributed,cpm_aed,cpc_aed,ctr,cvr,cpa_aed,roas,aov_aed,cost_per_grp_aed
5,SEEG,TV,"165,709",,,,,"2,327",,,,,6,paid,brand,False,,,,,,,,71.21
5,SEEG,Website,,,,"4,161","1,041,619",,,"340,093",,,6,earned,owned,True,,,,,,,250.33,
5,SEIL,Influencer,"23,731",,,140,"55,326",,4.56,,,,6,paid,response,True,,,,,169.51,2.33,395.19,
5,SEIL,PR,0,,,,,,,,239,30,6,earned,brand,False,,,,,,,,
5,SEIL,Paid Social,"85,173","2,996,522","39,872","3,594","909,489",,1.34,,,,6,paid,response,True,28.42,2.14,0.01,0.09,23.70,10.68,253.06,
5,SEIL,Search,"84,961","1,946,712","33,576","4,695","1,916,267",,1.70,,,,6,paid,response,True,43.64,2.53,0.02,0.14,18.10,22.55,408.15,
5,SEIL,TV,"182,839",,,,,"3,010",,,,,6,paid,brand,False,,,,,,,,60.74
5,SEIL,Website,,,,"4,722","1,517,159",,,"366,240",,,6,earned,owned,True,,,,,,,321.30,
5,SELV,Influencer,"22,665",,,140,"44,548",,3.73,,,,6,paid,response,True,,,,,161.89,1.97,318.20,
5,SELV,PR,0,,,,,,,,269,27.18,6,earned,brand,False,,,,,,,,
5,SELV,Paid Social,"114,209","2,972,375","32,056","3,154","852,250",,1.13,,,,6,paid,response,True,38.42,3.56,0.01,0.10,36.21,7.46,270.21,
5,SELV,Search,"80,185","2,187,865","38,573","4,914","1,917,536",,1.87,,,,6,paid,response,True,36.65,2.08,0.02,0.13,16.32,23.91,390.22,
5,SELV,TV,"213,198",,,,,"2,609",,,,,6,paid,brand,False,,,,,,,,81.72
5,SELV,Website,,,,"4,801","1,699,139",,,"400,859",,,6,earned,owned,True,,,,,,,353.91,
5,SEMAG,Influencer,"25,961",,,115,"38,282",,3.49,,,,6,paid,response,True,,,,,225.75,1.47,332.89,
5,SEMAG,PR,0,,,,,,,,253,37.55,6,earned,brand,False,,,,,,,,
5,SEMAG,Paid Social,"86,418","2,354,096","24,639","2,087","599,469",,1.09,,,,6,paid,response,True,36.71,3.51,0.01,0.08,41.41,6.94,287.24,
5,SEMAG,Search,"67,653","1,689,891","24,698","3,513","1,243,286",,1.50,,,,6,paid,response,True,40.03,2.74,0.01,0.14,19.26,18.38,353.91,
5,SEMAG,TV,"160,966",,,,,"2,507",,,,,6,paid,brand,False,,,,,,,,64.21
5,SEMAG,Website,,,,"3,617","1,242,095",,,"284,753",,,6,earned,owned,True,,,,,,,343.40,
5,SEPAK,Influencer,"23,101",,,136,"44,141",,4.57,,,,6,paid,response,True,,,,,169.86,1.91,324.57,
5,SEPAK,PR,0,,,,,,,,159,26.87,6,earned,brand,False,,,,,,,,
5,SEPAK,Paid Social,"60,881","2,562,257","33,497","2,636","742,759",,1.36,,,,6,paid,response,True,23.76,1.82,0.01,0.08,23.10,12.20,281.78,
5,SEPAK,Search,"58,139","1,662,658","26,868","3,855","1,794,182",,1.59,,,,6,paid,response,True,34.97,2.16,0.02,0.14,15.08,30.86,465.42,
5,SEPAK,TV,"172,496",,,,,"2,206",,,,,6,paid,brand,False,,,,,,,,78.19
5,SEPAK,Website,,,,"2,769","926,183",,,"249,950",,,6,earned,owned,True,,,,,,,334.48,
5,SESAR,Influencer,"27,159",,,107,"39,936",,4.21,,,,6,paid,response,True,,,,,253.82,1.47,373.23,
5,SESAR,PR,0,,,,,,,,248,36.80,6,earned,brand,False,,,,,,,,
5,SESAR,Paid Social,"62,908","2,997,939","40,501","3,643","1,205,224",,1.11,,,,6,paid,response,True,20.98,1.55,0.01,0.09,17.27,19.16,330.83,
5,SESAR,Search,"66,741","1,999,864","33,733","4,496","1,687,905",,1.70,,,,6,paid,response,True,33.37,1.98,0.02,0.13,14.84,25.29,375.42,
5,SESAR,TV,"168,482",,,,,"2,460",,,,,6,paid,brand,False,,,,,,,,68.49
5,SESAR,Website,,,,"4,030","1,248,708",,,"283,293",,,6,earned,owned,True,,,,,,,309.85,
5,SETK,Influencer,"25,872",,,149,"43,070",,4.17,,,,6,paid,response,True,,,,,173.64,1.66,289.06,
5,SETK,PR,0,,,,,,,,261,27.77,6,earned,brand,False,,,,,,,,
5,SETK,Paid Social,"91,899","3,249,459","35,991","2,634","787,176",,1.07,,,,6,paid,response,True,28.28,2.55,0.01,0.07,34.89,8.57,298.85,
5,SETK,Search,"83,950","2,209,735","33,800","4,299","1,793,588",,1.55,,,,6,paid,response,True,37.99,2.48,0.02,0.13,19.53,21.36,417.21,
5,SETK,TV,"174,123",,,,,"2,447",,,,,6,paid,brand,False,,,,,,,,71.16
5,SETK,Website,,,,"4,491","1,502,508",,,"354,251",,,6,earned,owned,True,,,,,,,334.56,
5,SGE,Influencer,"31,836",,,84,"24,926",,3.54,,,,6,paid,response,True,,,,,379,0.78,296.74,
5,SGE,PR,0,,,,,,,,280,39.87,6,earned,brand,False,,,,,,,,
5,SGE,Paid Social,"90,898","3,679,573","43,066","2,442","529,851",,1.05,,,,6,paid,response,True,24.70,2.11,0.01,0.06,37.22,5.83,216.97,
5,SGE,Search,"91,463","2,394,082","35,869","4,521","1,845,153",,1.56,,,,6,paid,response,True,38.20,2.55,0.01,0.13,20.23,20.17,408.13,
5,SGE,TV,"242,861",,,,,"2,600",,,,,6,paid,brand,False,,,,,,,,93.41
5,SGE,Website,,,,"4,122","1,432,513",,,"318,407",,,6,earned,owned,True,,,,,,,347.53,
6,SEEG,B2B Roadshow,"31,737","62,786",,278,"77,660",,5.93,,,,6,paid,brand,True,505.48,,,,114.16,2.45,279.35,
6,SEEG,Influencer,"19,566",,,141,"50,969",,3.92,,,,6,paid,response,True,,,,,138.77,2.60,361.48,
6,SEEG,PR,0,,,,,,,,188,29.55,6,earned,brand,False,,,,,,,,
6,SEEG,Paid Social,"70,624","2,198,552","25,269","1,636","401,909",,1.16,,,,6,paid,response,True,32.12,2.79,0.01,0.06,43.17,5.69,245.67,
6,SEEG,Retail,"25,262","107,552",,468,"246,323",,4.02,,,,6,paid,response,True,234.88,,,,53.98,9.75,526.33,
6,SEEG,Search,"69,815","1,601,986","27,013","3,754","1,617,702",,1.71,,,,6,paid,response,True,43.58,2.58,0.02,0.14,18.60,23.17,430.93,
6,SEEG,TV,"164,731",,,,,"1,948",,,,,6,paid,brand,False,,,,,,,,84.56
6,SEEG,Website,,,,"3,465","1,202,108",,,"255,872",,,6,earned,owned,True,,,,,,,346.93,
6,SEIL,B2B Roadshow,"31,602","83,732",,306,"141,256",,6.61,,,,6,paid,brand,True,377.42,,,,103.27,4.47,461.62,
6,SEIL,Influencer,"23,782",,,137,"40,610",,4.16,,,,6,paid,response,True,,,,,173.59,1.71,296.42,
6,SEIL,PR,0,,,,,,,,181,31.63,6,earned,brand,False,,,,,,,,
6,SEIL,Paid Social,"74,225","3,170,311","34,110","2,638","735,219",,1.18,,,,6,paid,response,True,23.41,2.18,0.01,0.08,28.14,9.91,278.70,
6,SEIL,Retail,"23,166","124,605",,629,"181,276",,3.82,,,,6,paid,response,True,185.92,,,,36.83,7.83,288.20,
6,SEIL,Search,"74,320","1,882,820","32,025","4,369","1,719,791",,1.71,,,,6,paid,response,True,39.47,2.32,0.02,0.14,17.01,23.14,393.63,
6,SEIL,TV,"175,731",,,,,"2,455",,,,,6,paid,brand,False,,,,,,,,71.58
6,SEIL,Website,,,,"3,999","1,276,920",,,"299,646",,,6,earned,owned,True,,,,,,,319.31,
6,SELV,B2B Roadshow,"33,386","88,793",,323,"134,700",,4.29,,,,6,paid,brand,True,376.00,,,,103.36,4.03,417.03,
6,SELV,Influencer,"23,495",,,246,"89,361",,5.05,,,,6,paid,response,True,,,,,95.51,3.80,363.26,
6,SELV,PR,0,,,,,,,,184,24.65,6,earned,brand,False,,,,,,,,
6,SELV,Paid Social,"84,049","2,765,399","30,796","2,223","621,077",,1.19,,,,6,paid,response,True,30.39,2.73,0.01,0.07,37.81,7.39,279.39,
6,SELV,Retail,"21,327","124,855",,768,"209,330",,3.18,,,,6,paid,response,True,170.81,,,,27.77,9.82,272.57,
6,SELV,Search,"90,905","1,940,998","33,006","4,450","1,695,237",,1.68,,,,6,paid,response,True,46.83,2.75,0.02,0.13,20.43,18.65,380.95,
6,SELV,TV,"160,348",,,,,"2,923",,,,,6,paid,brand,False,,,,,,,,54.86
6,SELV,Website,,,,"4,641","1,575,721",,,"359,341",,,6,earned,owned,True,,,,,,,339.52,
6,SEMAG,B2B Roadshow,"30,102","64,891",,264,"110,281",,5.71,,,,6,paid,brand,True,463.89,,,,114.02,3.66,417.73,
6,SEMAG,Influencer,"19,757",,,149,"36,877",,4.31,,,,6,paid,response,True,,,,,132.60,1.87,247.50,
6,SEMAG,PR,0,,,,,,,,183,34.28,6,earned,brand,False,,,,,,,,
6,SEMAG,Paid Social,"55,528","2,254,586","30,004","2,494","635,524",,1.08,,,,6,paid,response,True,24.63,1.85,0.01,0.08,22.26,11.45,254.82,
6,SEMAG,Retail,"25,020","113,259",,390,"132,999",,4.41,,,,6,paid,response,True,220.91,,,,64.15,5.32,341.02,
6,SEMAG,Search,"44,758","1,413,568","22,783","3,172","1,123,130",,1.61,,,,6,paid,response,True,31.66,1.96,0.02,0.14,14.11,25.09,354.08,
6,SEMAG,TV,"136,422",,,,,"1,792",,,,,6,paid,brand,False,,,,,,,,76.13
6,SEMAG,Website,,,,"3,286","1,187,913",,,"229,166",,,6,earned,owned,True,,,,,,,361.51,
6,SEPAK,B2B Roadshow,"28,695","49,101",,268,"120,723",,6.18,,,,6,paid,brand,True,584.41,,,,107.07,4.21,450.46,
6,SEPAK,Influencer,"20,531",,,149,"59,741",,4.18,,,,6,paid,response,True,,,,,137.79,2.91,400.95,
6,SEPAK,PR,0,,,,,,,,190,23.28,6,earned,brand,False,,,,,,,,
6,SEPAK,Paid Social,"64,080","2,347,011","29,485","1,966","505,880",,1.19,,,,6,paid,response,True,27.30,2.17,0.01,0.07,32.59,7.89,257.31,
6,SEPAK,Retail,"22,064","91,790",,393,"150,460",,4.25,,,,6,paid,response,True,240.37,,,,56.14,6.82,382.85,
6,SEPAK,Search,"56,826","1,410,738","24,292","2,590","1,051,734",,1.75,,,,6,paid,response,True,40.28,2.34,0.02,0.11,21.94,18.51,406.07,
6,SEPAK,TV,"131,883",,,,,"1,511",,,,,6,paid,brand,False,,,,,,,,87.28
6,SEPAK,Website,,,,"3,078","1,022,653",,,"224,512",,,6,earned,owned,True,,,,,,,332.25,
6,SESAR,B2B Roadshow,"35,160","74,762",,393,"139,753",,5.62,,,,6,paid,brand,True,470.29,,,,89.47,3.97,355.61,
6,SESAR,Influencer,"26,746",,,157,"58,766",,4.21,,,,6,paid,response,True,,,,,170.36,2.20,374.31,
6,SESAR,PR,0,,,,,,,,192,33.83,6,earned,brand,False,,,,,,,,
6,SESAR,Paid Social,"73,254","2,576,261","32,541","2,834","771,892",,1.18,,,,6,paid,response,True,28.43,2.25,0.01,0.09,25.85,10.54,272.37,
6,SESAR,Retail,"19,465","127,528",,593,"223,331",,4.07,,,,6,paid,response,True,152.63,,,,32.82,11.47,376.61,
6,SESAR,Search,"62,095","1,813,240","31,226","3,934","1,634,305",,1.72,,,,6,paid,response,True,34.25,1.99,0.02,0.13,15.78,26.32,415.43,
6,SESAR,TV,"192,589",,,,,"2,417",,,,,6,paid,brand,False,,,,,,,,79.68
6,SESAR,Website,,,,"4,343","1,453,721",,,"330,011",,,6,earned,owned,True,,,,,,,334.73,
6,SETK,B2B Roadshow,"35,966","62,636",,394,"169,331",,5.52,,,,6,paid,brand,True,574.21,,,,91.28,4.71,429.77,
6,SETK,Influencer,"22,980",,,148,"59,417",,4.50,,,,6,paid,response,True,,,,,155.27,2.59,401.47,
6,SETK,PR,0,,,,,,,,171,31.22,6,earned,brand,False,,,,,,,,
6,SETK,Paid Social,"71,966","2,253,925","27,310","2,017","513,642",,1.07,,,,6,paid,response,True,31.93,2.64,0.01,0.07,35.68,7.14,254.66,
6,SETK,Retail,"20,579","107,955",,543,"181,327",,3.95,,,,6,paid,response,True,190.63,,,,37.90,8.81,333.94,
6,SETK,Search,"64,400","1,586,991","27,872","2,892","1,222,672",,1.67,,,,6,paid,response,True,40.58,2.31,0.02,0.10,22.27,18.99,422.78,
6,SETK,TV,"204,286",,,,,"2,315",,,,,6,paid,brand,False,,,,,,,,88.24
6,SETK,Website,,,,"4,024","1,421,727",,,"294,836",,,6,earned,owned,True,,,,,,,353.31,
6,SGE,B2B Roadshow,"29,021","73,551",,482,"142,434",,5.20,,,,6,paid,brand,True,394.57,,,,60.21,4.91,295.51,
6,SGE,Influencer,"22,855",,,139,"45,434",,4.30,,,,6,paid,response,True,,,,,164.42,1.99,326.86,
6,SGE,PR,0,,,,,,,,235,34.63,6,earned,brand,False,,,,,,,,
6,SGE,Paid Social,"79,545","3,004,352","35,578","2,892","682,297",,1.05,,,,6,paid,response,True,26.48,2.24,0.01,0.08,27.51,8.58,235.93,
6,SGE,Retail,"20,403","135,321",,474,"297,153",,3.85,,,,6,paid,response,True,150.77,,,,43.04,14.56,626.91,
6,SGE,Search,"82,002","2,183,924","40,465","5,956","2,719,843",,1.88,,,,6,paid,response,True,37.55,2.03,0.02,0.15,13.77,33.17,456.66,
6,SGE,TV,"188,918",,,,,"2,850",,,,,6,paid,brand,False,,,,,,,,66.29
6,SGE,Website,,,,"4,475","1,638,970",,,"366,278",,,6,earned,owned,True,,,,,,,366.25,
7,SEEG,Influencer,"22,280",,,128,"41,034",,3.82,,,,6,paid,response,True,,,,,174.06,1.84,320.58,
7,SEEG,PR,0,,,,,,,,171,30.80,6,earned,brand,False,,,,,,,,
7,SEEG,Paid Social,"68,249","2,194,686","23,772","2,271","539,275",,1.34,,,,6,paid,response,True,31.10,2.87,0.01,0.10,30.05,7.90,237.46,
7,SEEG,Search,"68,488","1,723,679","30,582","3,897","1,739,650",,1.76,,,,6,paid,response,True,39.73,2.24,0.02,0.13,17.57,25.40,446.41,
7,SEEG,TV,"141,317",,,,,"1,691",,,,,6,paid,brand,False,,,,,,,,83.57
7,SEEG,Website,,,,"3,028","1,022,303",,,"252,732",,,6,earned,owned,True,,,,,,,337.62,
7,SEIL,Influencer,"18,771",,,165,"49,160",,4.22,,,,6,paid,response,True,,,,,113.76,2.62,297.94,
7,SEIL,PR,0,,,,,,,,214,24.03,6,earned,brand,False,,,,,,,,
7,SEIL,Paid Social,"86,329","2,816,358","31,214","2,179","601,980",,1.05,,,,6,paid,response,True,30.65,2.77,0.01,0.07,39.62,6.97,276.26,
7,SEIL,Search,"58,099","1,598,810","30,362","4,095","1,671,403",,1.91,,,,6,paid,response,True,36.34,1.91,0.02,0.13,14.19,28.77,408.16,
7,SEIL,TV,"161,482",,,,,"2,354",,,,,6,paid,brand,False,,,,,,,,68.60
7,SEIL,Website,,,,"3,512","1,083,271",,,"269,510",,,6,earned,owned,True,,,,,,,308.45,
7,SELV,Influencer,"24,000",,,138,"41,104",,3.93,,,,6,paid,response,True,,,,,173.91,1.71,297.86,
7,SELV,PR,0,,,,,,,,161,29.58,6,earned,brand,False,,,,,,,,
7,SELV,Paid Social,"94,261","2,851,461","35,060","2,904","973,393",,1.11,,,,6,paid,response,True,33.06,2.69,0.01,0.08,32.46,10.33,335.19,
7,SELV,Search,"75,851","2,164,872","36,382","4,226","1,676,989",,1.68,,,,6,paid,response,True,35.04,2.08,0.02,0.12,17.95,22.11,396.83,
7,SELV,TV,"180,798",,,,,"2,383",,,,,6,paid,brand,False,,,,,,,,75.87
7,SELV,Website,,,,"4,019","1,468,792",,,"297,349",,,6,earned,owned,True,,,,,,,365.46,
7,SEMAG,Influencer,"13,210",,,217,"87,467",,4.73,,,,6,paid,response,True,,,,,60.88,6.62,403.07,
7,SEMAG,PR,0,,,,,,,,110,30.60,6,earned,brand,False,,,,,,,,
7,SEMAG,Paid Social,"50,438","1,829,838","18,912","1,577","434,410",,1.25,,,,6,paid,response,True,27.56,2.67,0.01,0.08,31.98,8.61,275.47,
7,SEMAG,Search,"54,343","1,359,710","22,264","3,110","1,175,971",,1.62,,,,6,paid,response,True,39.97,2.44,0.02,0.14,17.47,21.64,378.13,
7,SEMAG,TV,"132,650",,,,,"1,878",,,,,6,paid,brand,False,,,,,,,,70.63
7,SEMAG,Website,,,,"2,967","962,416",,,"229,843",,,6,earned,owned,True,,,,,,,324.37,
7,SEPAK,Influencer,"14,026",,,142,"53,338",,4.19,,,,6,paid,response,True,,,,,98.77,3.80,375.62,
7,SEPAK,PR,0,,,,,,,,162,29.63,6,earned,brand,False,,,,,,,,
7,SEPAK,Paid Social,"60,406","1,756,090","20,210","1,771","550,507",,1.16,,,,6,paid,response,True,34.40,2.99,0.01,0.09,34.11,9.11,310.85,
7,SEPAK,Search,"51,564","1,453,119","27,729","3,472","1,194,987",,1.92,,,,6,paid,response,True,35.49,1.86,0.02,0.13,14.85,23.17,344.18,
7,SEPAK,TV,"133,213",,,,,"1,532",,,,,6,paid,brand,False,,,,,,,,86.95
7,SEPAK,Website,,,,"3,710","1,291,255",,,"274,967",,,6,earned,owned,True,,,,,,,348.05,
7,SESAR,Influencer,"19,721",,,128,"49,715",,3.94,,,,6,paid,response,True,,,,,154.07,2.52,388.40,
7,SESAR,PR,0,,,,,,,,213,30.32,6,earned,brand,False,,,,,,,,
7,SESAR,Paid Social,"58,698","2,438,185","25,612","2,123","568,232",,1.25,,,,6,paid,response,True,24.07,2.29,0.01,0.08,27.65,9.68,267.66,
7,SESAR,Search,"59,847","1,707,338","28,898","4,043","1,669,937",,1.68,,,,6,paid,response,True,35.05,2.07,0.02,0.14,14.80,27.90,413.04,
7,SESAR,TV,"155,908",,,,,"1,976",,,,,6,paid,brand,False,,,,,,,,78.90
7,SESAR,Website,,,,"4,187","1,056,574",,,"311,707",,,6,earned,owned,True,,,,,,,252.35,
7,SETK,Influencer,"22,755",,,184,"64,004",,4.66,,,,6,paid,response,True,,,,,123.67,2.81,347.85,
7,SETK,PR,0,,,,,,,,218,25.75,6,earned,brand,False,,,,,,,,
7,SETK,Paid Social,"69,376","2,011,388","23,029","1,871","466,196",,1.02,,,,6,paid,response,True,34.49,3.01,0.01,0.08,37.08,6.72,249.17,
7,SETK,Search,"58,199","1,515,286","25,103","3,096","1,315,880",,1.69,,,,6,paid,response,True,38.41,2.32,0.02,0.12,18.80,22.61,425.03,
7,SETK,TV,"179,034",,,,,"1,686",,,,,6,paid,brand,False,,,,,,,,106.19
7,SETK,Website,,,,"3,520","1,317,375",,,"251,067",,,6,earned,owned,True,,,,,,,374.25,
7,SGE,Influencer,"26,939",,,159,"58,508",,4.15,,,,6,paid,response,True,,,,,169.43,2.17,367.97,
7,SGE,PR,0,,,,,,,,211,28.27,6,earned,brand,False,,,,,,,,
7,SGE,Paid Social,"83,682","2,971,415","35,050","3,337","912,949",,1.07,,,,6,paid,response,True,28.16,2.39,0.01,0.10,25.08,10.91,273.58,
7,SGE,Search,"76,926","1,920,077","34,045","3,935","1,399,398",,1.77,,,,6,paid,response,True,40.06,2.26,0.02,0.12,19.55,18.19,355.63,
7,SGE,TV,"192,051",,,,,"2,324",,,,,6,paid,brand,False,,,,,,,,82.64
7,SGE,Website,,,,"3,128","981,318",,,"244,165",,,6,earned,owned,True,,,,,,,313.72,
8,SEEG,B2B Roadshow,"31,603","51,268",,238,"119,732",,4.27,,,,6,paid,brand,True,616.43,,,,132.79,3.79,503.08,
8,SEEG,Influencer,"18,969",,,110,"32,025",,4.41,,,,6,paid,response,True,,,,,172.45,1.69,291.14,
8,SEEG,PR,0,,,,,,,,162,26.25,6,earned,brand,False,,,,,,,,
8,SEEG,Paid Social,"56,076","2,002,033","21,494","2,143","573,196",,1.07,,,,6,paid,response,True,28.01,2.61,0.01,0.10,26.17,10.22,267.47,
8,SEEG,Search,"49,032","1,231,981","18,430","2,666","1,072,114",,1.47,,,,6,paid,response,True,39.80,2.66,0.01,0.14,18.39,21.87,402.14,
8,SEEG,TV,"142,014",,,,,"1,820",,,,,6,paid,brand,False,,,,,,,,78.03
8,SEEG,Website,,,,"3,075","992,133",,,"240,147",,,6,earned,owned,True,,,,,,,322.64,
8,SEIL,B2B Roadshow,"33,513","63,250",,298,"113,593",,5.86,,,,6,paid,brand,True,529.85,,,,112.46,3.39,381.18,
8,SEIL,Influencer,"18,681",,,119,"52,893",,4.32,,,,6,paid,response,True,,,,,156.98,2.83,444.48,
8,SEIL,PR,0,,,,,,,,155,25.80,6,earned,brand,False,,,,,,,,
8,SEIL,Paid Social,"76,343","2,385,913","25,414","2,025","591,777",,1.23,,,,6,paid,response,True,32.00,3.00,0.01,0.08,37.70,7.75,292.24,
8,SEIL,Search,"75,292","1,358,416","22,414","3,010","1,145,342",,1.65,,,,6,paid,response,True,55.43,3.36,0.02,0.13,25.01,15.21,380.51,
8,SEIL,TV,"164,323",,,,,"2,236",,,,,6,paid,brand,False,,,,,,,,73.49
8,SEIL,Website,,,,"4,085","1,229,193",,,"294,633",,,6,earned,owned,True,,,,,,,300.90,
8,SELV,B2B Roadshow,"32,075","55,590",,297,"100,449",,4.22,,,,6,paid,brand,True,576.99,,,,108.00,3.13,338.21,
8,SELV,Influencer,"20,746",,,200,"56,902",,4.74,,,,6,paid,response,True,,,,,103.73,2.74,284.51,
8,SELV,PR,0,,,,,,,,215,32.37,6,earned,brand,False,,,,,,,,
8,SELV,Paid Social,"73,414","2,294,149","26,165","2,098","496,393",,1.23,,,,6,paid,response,True,32.00,2.81,0.01,0.08,34.99,6.76,236.60,
8,SELV,Search,"63,095","1,571,734","28,073","3,118","1,380,854",,1.77,,,,6,paid,response,True,40.14,2.25,0.02,0.11,20.24,21.89,442.87,
8,SELV,TV,"149,478",,,,,"2,247",,,,,6,paid,brand,False,,,,,,,,66.52
8,SELV,Website,,,,"3,355","1,016,002",,,"271,790",,,6,earned,owned,True,,,,,,,302.83,
8,SEMAG,B2B Roadshow,"35,833","50,236",,225,"81,340",,4.36,,,,6,paid,brand,True,713.29,,,,159.26,2.27,361.51,
8,SEMAG,Influencer,"16,329",,,187,"70,650",,4.73,,,,6,paid,response,True,,,,,87.32,4.33,377.81,
8,SEMAG,PR,0,,,,,,,,142,29.10,6,earned,brand,False,,,,,,,,
8,SEMAG,Paid Social,"49,689","1,964,827","24,259","2,226","565,472",,1.16,,,,6,paid,response,True,25.29,2.05,0.01,0.09,22.32,11.38,254.03,
8,SEMAG,Search,"57,375","1,250,027","20,229","2,796","1,145,908",,1.60,,,,6,paid,response,True,45.90,2.84,0.02,0.14,20.52,19.97,409.84,
8,SEMAG,TV,"120,065",,,,,"1,560",,,,,6,paid,brand,False,,,,,,,,76.96
8,SEMAG,Website,,,,"2,873","989,357",,,"227,092",,,6,earned,owned,True,,,,,,,344.36,
8,SEPAK,B2B Roadshow,"34,533","45,076",,192,"86,296",,4.78,,,,6,paid,brand,True,766.11,,,,179.86,2.50,449.46,
8,SEPAK,Influencer,"12,693",,,115,"41,776",,4.09,,,,6,paid,response,True,,,,,110.37,3.29,363.27,
8,SEPAK,PR,0,,,,,,,,115,35.58,6,earned,brand,False,,,,,,,,
8,SEPAK,Paid Social,"57,865","1,557,897","17,961","1,112","325,948",,1.09,,,,6,paid,response,True,37.14,3.22,0.01,0.06,52.04,5.63,293.12,
8,SEPAK,Search,"42,580","1,320,304","19,435","2,115","927,702",,1.47,,,,6,paid,response,True,32.25,2.19,0.01,0.11,20.13,21.79,438.63,
8,SEPAK,TV,"141,372",,,,,"1,454",,,,,6,paid,brand,False,,,,,,,,97.23
8,SEPAK,Website,,,,"2,707","901,950",,,"199,595",,,6,earned,owned,True,,,,,,,333.19,
8,SESAR,B2B Roadshow,"32,276","50,592",,311,"115,599",,5.19,,,,6,paid,brand,True,637.97,,,,103.78,3.58,371.70,
8,SESAR,Influencer,"17,350",,,136,"49,975",,3.94,,,,6,paid,response,True,,,,,127.57,2.88,367.46,
8,SESAR,PR,0,,,,,,,,190,34.62,6,earned,brand,False,,,,,,,,
8,SESAR,Paid Social,"62,761","2,590,547","26,543","1,952","573,632",,1.21,,,,6,paid,response,True,24.23,2.36,0.01,0.07,32.15,9.14,293.87,
8,SESAR,Search,"61,192","1,592,002","25,023","3,046","1,268,602",,1.53,,,,6,paid,response,True,38.44,2.45,0.02,0.12,20.09,20.73,416.48,
8,SESAR,TV,"173,795",,,,,"1,892",,,,,6,paid,brand,False,,,,,,,,91.86
8,SESAR,Website,,,,"3,205","970,015",,,"230,354",,,6,earned,owned,True,,,,,,,302.66,
8,SETK,B2B Roadshow,"36,595","60,077",,293,"123,159",,6.59,,,,6,paid,brand,True,609.13,,,,124.90,3.37,420.34,
8,SETK,Influencer,"18,859",,,175,"58,385",,4.40,,,,6,paid,response,True,,,,,107.77,3.10,333.63,
8,SETK,PR,0,,,,,,,,158,31.67,6,earned,brand,False,,,,,,,,
8,SETK,Paid Social,"62,506","1,780,941","19,526","1,600","424,708",,1.25,,,,6,paid,response,True,35.10,3.20,0.01,0.08,39.07,6.79,265.44,
8,SETK,Search,"43,707","1,345,809","23,311","3,438","1,378,207",,1.73,,,,6,paid,response,True,32.48,1.87,0.02,0.15,12.71,31.53,400.87,
8,SETK,TV,"125,017",,,,,"1,628",,,,,6,paid,brand,False,,,,,,,,76.79
8,SETK,Website,,,,"2,294","641,914",,,"196,695",,,6,earned,owned,True,,,,,,,279.82,
8,SGE,B2B Roadshow,"30,975","51,957",,416,"153,690",,5.14,,,,6,paid,brand,True,596.17,,,,74.46,4.96,369.45,
8,SGE,Influencer,"18,158",,,286,"111,391",,5.36,,,,6,paid,response,True,,,,,63.49,6.13,389.48,
8,SGE,PR,0,,,,,,,,210,24.82,6,earned,brand,False,,,,,,,,
8,SGE,Paid Social,"78,684","2,679,767","30,376","2,777","786,281",,1.10,,,,6,paid,response,True,29.36,2.59,0.01,0.09,28.33,9.99,283.14,
8,SGE,Search,"82,607","1,644,003","27,054","3,446","1,025,149",,1.59,,,,6,paid,response,True,50.25,3.05,0.02,0.13,23.97,12.41,297.49,
8,SGE,TV,"177,676",,,,,"2,326",,,,,6,paid,brand,False,,,,,,,,76.39
8,SGE,Website,,,,"5,421","1,804,371",,,"324,757",,,6,earned,owned,True,,,,,,,332.85,
