week,market,spend_aed,sales_aed,conversions,impressions,clicks,paid_spend_aed,paid_sales_aed,paid_conversions,earned_sales_aed,earned_conversions,tv_spend_aed,tv_grp,sessions,website_sales_aed,pr_mentions,share_of_voice,influencer_spend_aed,website_conversions,brand_awareness,brand_awareness_sd,purchase_intent,purchase_intent_sd,competitor_sov,sentiment,sentiment_sd,n_observations,is_indicative,intent_to_awareness,mer,paid_roas,cpa_aed,aov_aed,cpm_aed,cpc_aed,earned_sales_share,tv_spend_share,cost_per_grp_aed,sov_gap,web_conversion_rate,sales_aed_wow,spend_aed_wow,conversions_wow,brand_awareness_wow,purchase_intent_wow,sentiment_wow,share_of_voice_wow,mer_wow
1,SESAR,331023.0,2572127.0,7520.0,4172761.0,49765.0,331023.0,1427664.0,4326.0,1144463.0,3194.0,143064.0,1687.0,270891.0,1144463.0,208.0,25.85,19692.0,3194.0,56.039130434782614,9.429968626691993,42.7695652173913,12.28914653381773,12.556521739130435,0.8247826086956521,0.05806497655193092,23,True,0.7632089378539839,7.770236509245581,4.312884603184673,44.01901595744681,342.038164893617,79.32948951545511,6.651723098563247,0.4449480915988985,0.4321874915036115,84.80379371665678,13.293478260869566,0.011790720252795405,,,,,,,,
2,SESAR,362171.0,3866234.0,12269.0,5321288.0,66185.0,362171.0,2427629.0,7707.0,1438605.0,4562.0,186127.0,2761.0,385383.0,1438605.0,225.0,32.78,18919.0,4562.0,57.277419354838706,9.424249207140035,47.406451612903226,9.803908590756745,12.425806451612903,0.8587096774193549,0.05829476451528449,31,True,0.8276638882631224,10.67516173299353,6.702991128500073,29.51919471839596,315.12217784660527,68.06077776658584,5.472100929213568,0.3720946533500042,0.5139202200065714,67.41289387902934,20.354193548387098,0.011837574568675837,0.5031271784013776,0.09409618062793212,0.6315159574468086,0.02209686179012338,0.10841556073678382,0.04113455881102612,0.2680851063829788,0.3738528705389419
3,SESAR,503749.0,4429489.0,13293.0,5443493.0,65961.0,503749.0,2819565.0,8065.0,1609924.0,5228.0,254391.0,2272.0,397319.0,1609924.0,271.0,32.18333333333333,31781.0,5228.0,57.41052631578947,10.618514923235002,46.17368421052631,9.020627538862199,11.921052631578947,0.8523684210526316,0.055964960588351736,38,True,0.8042720938760543,8.793047728134448,5.597162475756775,37.89580982471978,333.2196644850673,92.54149862964827,7.637073422173708,0.36345592008468697,0.5049955434154708,111.96786971830986,20.262280701754385,0.013158192787155912,0.14568569827899713,0.3909147888704507,0.08346238487244273,0.002323899408354091,-0.02600421167234923,-0.0073846336351773845,-0.018202155786048557,-0.17630777424589883
4,SESAR,437220.0,5215908.0,16207.0,6205013.0,87787.0,437220.0,3116808.0,9902.0,2099100.0,6305.0,219859.0,2651.0,423067.0,2099100.0,295.0,34.68333333333333,26662.0,6305.0,58.4780487804878,9.980844458138847,50.74146341463415,9.912289735720908,11.351219512195122,0.8639024390243902,0.06685349836696984,41,True,0.8677010343677011,11.929710443255113,7.128694936187731,26.977232060220892,321.8305670389338,70.46238259291319,4.980464077824735,0.40244191423621734,0.502856685421527,82.93436439079592,23.332113821138208,0.014903076817619904,0.17754169837649436,-0.1320677559657687,0.21921311968705326,0.01859454238106739,0.09892602858548827,0.013531728401569243,0.07767995857068888,0.35672076532514696
5,SESAR,325290.0,4181773.0,12276.0,4997803.0,74234.0,325290.0,2933065.0,8246.0,1248708.0,4030.0,168482.0,2460.0,283293.0,1248708.0,248.0,36.800000000000004,27159.0,4030.0,59.525000000000006,10.398719014516027,50.77777777777778,9.401705350204477,9.547222222222222,0.8283333333333334,0.05906412979610748,36,True,0.8530496056745531,12.855522764302622,9.01676965169541,26.4980449657869,340.646220267188,65.08659905162328,4.3819543605356035,0.29860731321379713,0.5179439884410834,68.48861788617886,27.25277777777778,0.014225554461282135,-0.198265575236373,-0.25600384245917385,-0.2425495156413895,0.0179033199866534,0.0007156743361318441,-0.04117259552042152,0.061028351753964705,0.07760559868164707
6,SESAR,409309.0,4281768.0,12254.0,4591791.0,63767.0,409309.0,2828047.0,7911.0,1453721.0,4343.0,192589.0,2417.0,330011.0,1453721.0,192.0,33.833333333333336,26746.0,4343.0,62.02916666666667,9.040263560772274,52.112500000000004,9.832828752530766,9.620833333333334,0.8520833333333333,0.04877034036472148,48,True,0.8401289715859475,10.460967142183534,6.909320342333054,33.40207279255753,349.4179859637669,89.13929227179547,6.418821647560651,0.33951419133404703,0.4705222704607033,79.68100951592884,24.212500000000002,0.013160167388359782,0.02391210618079942,0.2582895262688678,-0.0017921146953404632,0.042069158616827584,0.026285557986871044,0.028672032193158836,-0.08061594202898559,-0.18626668600115737
7,SESAR,294174.0,3344458.0,10481.0,4145523.0,54510.0,294174.0,2287884.0,6294.0,1056574.0,4187.0,155908.0,1976.0,311707.0,1056574.0,213.0,30.316666666666666,19721.0,4187.0,65.96388888888889,12.345876183169777,50.62222222222223,10.132947987660598,9.533333333333333,0.8380555555555556,0.06251031660885811,36,True,0.7674232534635955,11.368978903642063,7.777315466356646,28.06735998473428,319.0972235473714,70.96185451148142,5.396697853604843,0.3159178557482259,0.5299856547485502,78.90080971659918,20.78333333333333,0.013432486277176964,-0.21890723644998977,-0.28129115167269714,-0.14468744899624608,0.06343342065784463,-0.02859731883478589,-0.016462917685411527,-0.1039408866995074,0.08679998217344531
8,SESAR,347374.0,2977823.0,8650.0,4233141.0,51566.0,347374.0,2007808.0,5445.0,970015.0,3205.0,173795.0,1892.0,230354.0,970015.0,190.0,34.61666666666667,17350.0,3205.0,63.828571428571436,10.820042056504661,52.469047619047615,9.838587249745151,9.323809523809524,0.853095238095238,0.07096849507946724,42,True,0.8220307370934048,8.57238307990811,5.779960503664638,40.15884393063584,344.25699421965317,82.06057865778627,6.7364930380483266,0.3257463590011898,0.5003109040976008,91.85782241014799,25.292857142857144,0.013913368120371255,-0.10962463873070016,0.18084535003093416,-0.17469707089018227,-0.032371006262445046,0.036482503449140724,0.01794592546995588,0.14183617372182522,-0.24598478433609017
1,SETK,304366.0,4262965.0,12013.0,4803996.0,63448.0,304366.0,2898657.0,7865.0,1364308.0,4148.0,165488.0,2243.0,280656.0,1364308.0,263.0,36.125,20513.0,4148.0,56.356521739130436,10.016206235485502,42.12608695652174,11.67636374714882,12.004347826086958,0.8434782608695651,0.0701043829295206,23,True,0.7474926708841229,14.006048638809855,9.52359001991024,25.336385582285857,354.86264879713644,63.35683876506142,4.797093683016013,0.320037344899618,0.543713818231997,73.77975925100311,24.120652173913044,0.014779659084430762,,,,,,,,
2,SETK,342397.0,3644295.0,10959.0,4151089.0,58026.0,342397.0,2523724.0,6726.0,1120571.0,4233.0,155093.0,2042.0,351207.0,1120571.0,287.0,39.08,30175.0,4233.0,54.75806451612903,9.538510512427974,46.49032258064516,10.747010587095362,10.996774193548386,0.854516129032258,0.05755222032655322,31,True,0.8490132547864507,10.643478184680356,7.37075383253942,31.24345286978739,332.53900903367094,82.48365669827845,5.900751387309137,0.30748635881562825,0.4529624967508477,75.9515181194907,28.083225806451612,0.01205272104485389,-0.1451266899915904,0.12495153860812303,-0.08773828352617996,-0.028363305145064244,0.10359935943321164,0.013086132357831737,0.08179930795847756,-0.24007987840425127
3,SETK,394394.0,4720576.0,13124.0,5717075.0,76135.0,394394.0,3054829.0,8341.0,1665747.0,4783.0,164261.0,2638.0,389154.0,1665747.0,300.0,44.15,28077.0,4783.0,55.97631578947368,9.352711247620425,49.647368421052626,9.013855306261526,11.510526315789473,0.835,0.06832948791641072,38,True,0.8869352639744252,11.969188172233858,7.745627468977723,30.051356293812862,359.6903383114904,68.98527656187824,5.18019307808498,0.3528694379668922,0.4164896017687896,62.26724791508719,32.63947368421053,0.012290764067695565,0.29533311655615146,0.15186172776046525,0.19755452139793772,0.022247887760638685,0.06790759162686055,-0.0228388070970178,0.12973387922210855,0.12455608632351556
4,SETK,489059.0,4995291.0,13591.0,5823246.0,75571.0,489059.0,3613956.0,8940.0,1381335.0,4651.0,249591.0,2698.0,473219.0,1381335.0,237.0,36.0,24131.0,4651.0,59.046341463414635,9.581155920894295,47.40487804878049,11.83553867002918,10.526829268292683,0.8517073170731708,0.05809055168546731,41,True,0.8028419182948491,10.214086643942755,7.389611478369686,35.98403355161504,367.54403649473915,83.98391550004929,6.471516851702373,0.27652743353690507,0.5103494670377193,92.50963676797627,25.473170731707317,0.009828430388467074,0.05819522871785132,0.2400264709909381,0.03558366351722042,0.0548450827933602,-0.045168363270614464,0.020008762961881255,-0.1845979614949037,-0.1466349683065883
5,SETK,375844.0,4126342.0,11573.0,5459194.0,69791.0,375844.0,2623834.0,7082.0,1502508.0,4491.0,174123.0,2447.0,354251.0,1502508.0,261.0,27.766666666666666,25872.0,4491.0,60.9361111111111,11.412628413366805,48.66111111111111,11.544281893840104,9.994444444444445,0.8511111111111112,0.0490933674762562,36,True,0.7985595113278936,10.978868892412809,6.9811783612349805,32.47593536680204,356.5490365505919,68.8460604257698,5.385278904156697,0.36412590134312667,0.4632852992198891,71.1577441765427,17.77222222222222,0.012677451863226922,-0.17395362952828974,-0.23149558642208812,-0.14848061216981823,0.03200485586168589,0.0265000800347579,-0.0007000127275041956,-0.22870370370370374,0.07487524583743288
6,SETK,420177.0,3568116.0,10018.0,4011507.0,55182.0,420177.0,2146389.0,5994.0,1421727.0,4024.0,204286.0,2315.0,294836.0,1421727.0,171.0,31.216666666666665,22980.0,4024.0,61.63125,10.578302889465615,50.81041666666667,10.40209143421042,10.135416666666666,0.84375,0.061700201730764404,48,True,0.8244261907176419,8.491935541450388,5.108297217601153,41.94220403274107,356.1704931123977,104.74293077389619,7.6143851255844295,0.3984531332501522,0.4861903435932952,88.24449244060474,21.081249999999997,0.01364826547640044,-0.1352835029185656,0.117955854024542,-0.13436446902272536,0.011407667411223121,0.04416885489211109,-0.008648825065274202,0.12424969987995205,-0.22651999721766158
7,SETK,329364.0,3163455.0,8671.0,3526674.0,48132.0,329364.0,1846080.0,5151.0,1317375.0,3520.0,179034.0,1686.0,251067.0,1317375.0,218.0,25.75,22755.0,3520.0,63.77777777777778,10.970612982251684,49.486111111111114,10.526487754443288,9.43611111111111,0.8533333333333333,0.0582114372659826,36,True,0.7759146341463415,9.604738222756586,5.604984151273364,37.98454618844424,364.8316226502134,93.39224436395311,6.842931937172775,0.4164355111737009,0.5435748897875906,106.18861209964413,16.31388888888889,0.01402016194880251,-0.11341027029390305,-0.21613034506886386,-0.1344579756438411,0.03482856144857971,-0.026063662580124936,0.011358024691358048,-0.1751201281366791,0.1310422901674706
8,SETK,286684.0,2626373.0,7800.0,3186827.0,42837.0,286684.0,1984459.0,5506.0,641914.0,2294.0,125017.0,1628.0,196695.0,641914.0,158.0,31.666666666666668,18859.0,2294.0,63.38095238095238,10.885596616860015,52.78333333333334,12.43880467684166,8.485714285714286,0.8614285714285714,0.062413703489500316,42,True,0.832794891059354,9.161212345300052,6.922112848990526,36.75435897435897,336.7144871794872,89.95907214291833,6.692438779559726,0.24441082816492554,0.4360794463590574,76.79176904176904,23.180952380952384,0.011662726556343577,-0.16977703175799874,-0.1295830752601984,-0.1004497751124438,-0.006222000995520172,0.06662924501824308,0.009486607142857206,0.22977346278317157,-0.04617782048506891
1,SGE,317093.0,3271559.0,10127.0,5045368.0,58954.0,317093.0,1934892.0,6122.0,1336667.0,4005.0,125330.0,2557.0,339060.0,1336667.0,203.0,30.675,26658.0,4005.0,54.16956521739131,10.377485892003667,46.01304347826087,9.821465561246496,11.834782608695651,0.8295652173913043,0.06731731243417018,23,True,0.8494261176659442,10.317348538126039,6.101970084486255,31.311642144761528,323.053125308581,62.84833930845084,5.378651151745428,0.4085718765885011,0.39524682033346686,49.014470082127495,18.84021739130435,0.011812068660414086,,,,,,,,
2,SGE,433557.0,6413190.0,17180.0,6220358.0,88252.0,433557.0,4253849.0,10763.0,2159341.0,6417.0,189305.0,2682.0,411563.0,2159341.0,331.0,33.480000000000004,25753.0,6417.0,56.835483870967735,9.07423269068692,46.78709677419355,10.278707504204466,11.425806451612903,0.8506451612903226,0.06355761081470195,31,True,0.8232022248708781,14.79203426539071,9.81151036657233,25.23614668218859,373.29394644935974,69.69968609523761,4.912715859130671,0.33670310719002555,0.43663232285489567,70.58351976137212,22.0541935483871,0.015591780602240726,0.9602856008404557,0.3672865689245741,0.6964550212303742,0.049214326215794024,0.016822475485638977,0.025410833840535663,0.09144254278728625,0.43370500770902676
3,SGE,563554.0,6296818.0,17162.0,7717148.0,95326.0,563554.0,4014446.0,11029.0,2282372.0,6133.0,284536.0,3866.0,445788.0,2282372.0,466.0,30.083333333333332,42473.0,6133.0,57.99473684210527,10.489117845277525,47.26578947368421,10.628754378108306,11.726315789473684,0.8544736842105263,0.05524869417173011,38,True,0.815001361285053,11.17340663006562,7.12344513569241,32.837314998251955,366.9046731150216,73.02620087109901,5.911860352894279,0.36246434310154746,0.5048957154061545,73.5995861355406,18.357017543859648,0.013757660592030293,-0.01814572778913459,0.299838314223966,-0.0010477299185098765,0.020396641185801423,0.010231297355357327,0.004500728499291284,-0.10145360414177629,-0.2446335352123733
4,SGE,553798.0,5389095.0,17201.0,6682186.0,92393.0,553798.0,3491421.0,10261.0,1897674.0,6940.0,252054.0,3373.0,520972.0,1897674.0,357.0,35.43333333333333,28215.0,6940.0,59.48780487804878,9.760998799353251,47.70487804878049,10.929408749321992,10.702439024390245,0.8351219512195123,0.05805695269386398,41,True,0.8019270192701928,9.7311564866612,6.304502724820241,32.1956862973083,313.30126155456077,82.87677116440638,5.993938934767786,0.3521322225716934,0.4551370716398398,74.72694930329084,24.730894308943085,0.013321253349508226,-0.14415582600608756,-0.0173115619798635,0.0022724624169676577,0.025744888540635946,0.009289775543487977,-0.02264754707910477,0.17783933518005535,-0.1290788200192754
5,SGE,457058.0,3832443.0,11169.0,6073655.0,78935.0,457058.0,2399930.0,7047.0,1432513.0,4122.0,242861.0,2600.0,318407.0,1432513.0,280.0,39.86666666666667,31836.0,4122.0,57.15555555555555,10.878535732466005,50.24444444444444,9.344622424366232,10.352777777777778,0.8444444444444446,0.06784202003581323,36,True,0.8790824261275272,8.385025532864537,5.250821558751843,40.922016295102516,343.1321514907333,75.25254562532776,5.790308481662127,0.37378585930697467,0.5313570706562406,93.40807692307692,29.51388888888889,0.012945695289362357,-0.2888522098793953,-0.174684632302753,-0.3506772862042904,-0.0392055031661428,0.05323494157279085,0.011163032191069622,0.12511759172154302,-0.1383320631665771
6,SGE,422744.0,5526131.0,14418.0,5397148.0,76043.0,422744.0,3887161.0,9943.0,1638970.0,4475.0,188918.0,2850.0,366278.0,1638970.0,235.0,34.63333333333333,22855.0,4475.0,61.77291666666667,9.165238202690466,49.1,9.078452394122051,9.895833333333334,0.856875,0.05732164753909072,48,True,0.794846716805504,13.07205069734875,9.195070775694036,29.320571507837425,383.2799972256901,78.32729434138177,5.559275672974501,0.2965854410617483,0.44688511250307517,66.28701754385965,24.737499999999997,0.01221749600030578,0.4419342962178432,-0.07507581094740712,0.290894439967768,0.08078586702954915,-0.02277753206545763,0.014720394736841946,-0.1312709030100334,0.5589756579886056
7,SGE,379598.0,3352173.0,10559.0,4891492.0,69095.0,379598.0,2370855.0,7431.0,981318.0,3128.0,192051.0,2324.0,244165.0,981318.0,211.0,28.266666666666666,26939.0,3128.0,62.050000000000004,10.99346559162695,49.90833333333333,11.437941248319122,9.866666666666667,0.86,0.07143428548573258,36,True,0.8043244695138329,8.830850004478421,6.245699397783971,35.95018467657922,317.4706885121697,77.60372499842585,5.493856284825241,0.2927408579449808,0.5059325918471647,82.6381239242685,18.4,0.012811008948866545,-0.39339603060441386,-0.10206176787843235,-0.2676515466777639,0.004485514822434311,0.01646300067888662,0.003646973012399579,-0.18383060635226178,-0.3244479990986052
8,SGE,388100.0,3880882.0,12346.0,4375727.0,57430.0,388100.0,2076511.0,6925.0,1804371.0,5421.0,177676.0,2326.0,324757.0,1804371.0,210.0,24.816666666666666,18158.0,5421.0,65.7642857142857,9.911629568182223,52.457142857142856,9.323590401722619,8.369047619047619,0.8476190476190476,0.06331529787825618,42,True,0.7976539589442816,9.999695954650862,5.350453491368204,31.43528268265025,314.34326907500406,88.69383304762843,6.757792094724012,0.4649383825635513,0.45780984282401443,76.38693035253654,16.44761904761905,0.01669248083952001,0.15772127512512024,0.02239737827912691,0.1692395113173597,0.059859560262460976,0.05106981847673109,-0.01439645625692132,-0.12205188679245282,0.1323593934422711
